TaxID	CLARK	Kaiju	Kraken
1024	2210	NA	NA	NA
1025	1176	NA	NA	NA
1026	104	NA	NA	NA
1027	2224	NA	NA	NA
1028	2223	NA	NA	NA
1029	2168	NA	NA	NA
1030	253	NA	NA	NA
1031	1118	NA	NA	NA
1032	245	NA	NA	NA
1033	1043	NA	NA	NA
1034	1797	NA	NA	NA
1035	99	NA	NA	NA
1036	1832	NA	NA	NA
1037	1836	NA	NA	NA
1038	1143	NA	NA	NA
1039	1894	NA	NA	NA
1040	1644	NA	NA	NA
1041	2027	NA	NA	NA
1042	2028	NA	NA	NA
1043	1411	NA	NA	NA
1044	131	NA	NA	NA
1045	1183	NA	NA	NA
1046	1251	NA	NA	NA
1047	1046	NA	NA	NA
1048	1730	NA	NA	NA
1049	1244	NA	NA	NA
1050	116	NA	NA	NA
1051	1935	NA	NA	NA
1052	266	NA	NA	NA
1053	813	NA	NA	NA
1054	737	NA	NA	NA
1055	521	NA	NA	NA
1056	1999	NA	NA	NA
1057	1611	NA	NA	NA
1058	1406	NA	NA	NA
1059	208	NA	NA	NA
1060	886	NA	NA	NA
1061	646	NA	NA	NA
1062	881	NA	NA	NA
1063	1950	NA	NA	NA
1064	818	NA	NA	NA
1065	464	NA	NA	NA
1066	2266	NA	NA	NA
1067	420	NA	NA	NA
1068	557	NA	NA	NA
1069	2196	NA	NA	NA
1070	525	NA	NA	NA
1071	2136	NA	NA	NA
1072	558	NA	NA	NA
1073	561	NA	NA	NA
1074	1495	NA	NA	NA
1075	529	NA	NA	NA
1076	531	NA	NA	NA
1077	533	NA	NA	NA
1078	1528	NA	NA	NA
1079	101	NA	NA	NA
1080	1214	NA	NA	NA
1081	537	NA	NA	NA
1082	569	NA	NA	NA
1083	1759	NA	NA	NA
1084	550	NA	NA	NA
1085	8	NA	NA	NA
1086	51	NA	NA	NA
1087	540	NA	NA	NA
1088	144	NA	NA	NA
1089	74	NA	NA	NA
1090	1408	NA	NA	NA
1091	1188	NA	NA	NA
1092	1917	NA	NA	NA
1093	427	NA	NA	NA
1094	1777	NA	NA	NA
1095	2263	NA	NA	NA
1096	461	NA	NA	NA
1097	551	NA	NA	NA
1098	1133	NA	NA	NA
1099	1879	NA	NA	NA
1100	546	NA	NA	NA
1101	553	NA	NA	NA
1102	1688	NA	NA	NA
1103	586	NA	NA	NA
1104	555	NA	NA	NA
1105	587	NA	NA	NA
1106	588	NA	NA	NA
1107	847	NA	NA	NA
1108	489	NA	NA	NA
1109	312	NA	NA	NA
1110	311	NA	NA	NA
1111	313	NA	NA	NA
1112	829	NA	NA	NA
1113	661	NA	NA	NA
1114	469	NA	NA	NA
1115	1305	NA	NA	NA
1116	1344	NA	NA	NA
1117	2135	NA	NA	NA
1118	2256	NA	NA	NA
1119	1648	NA	NA	NA
1120	1649	NA	NA	NA
1121	1285	NA	NA	NA
1122	1640	NA	NA	NA
1123	519	NA	NA	NA
1124	285	NA	NA	NA
1125	1892	NA	NA	NA
1126	404	NA	NA	NA
1127	539	NA	NA	NA
1128	741	NA	NA	NA
1129	58	NA	NA	NA
1130	89	NA	NA	NA
1131	711	NA	NA	NA
1132	722	NA	NA	NA
1133	790	NA	NA	NA
1134	1417	NA	NA	NA
1135	1562	NA	NA	NA
1136	2010	NA	NA	NA
1137	776	NA	NA	NA
1138	194	NA	NA	NA
1139	1409	NA	NA	NA
1140	186	NA	NA	NA
1141	189	NA	NA	NA
1142	188	NA	NA	NA
1143	499	NA	NA	NA
1144	650	NA	NA	NA
1145	649	NA	NA	NA
1146	604	NA	NA	NA
1147	598	NA	NA	NA
1148	599	NA	NA	NA
1149	602	NA	NA	NA
1150	607	NA	NA	NA
1151	1145	NA	NA	NA
1152	1834	NA	NA	NA
1153	585	NA	NA	NA
1154	855	NA	NA	NA
1155	1211	NA	NA	NA
1156	364	NA	NA	NA
1157	105	NA	NA	NA
1158	2151	NA	NA	NA
1159	1613	NA	NA	NA
1160	1177	NA	NA	NA
1161	867	NA	NA	NA
1162	2000	NA	NA	NA
1163	2192	NA	NA	NA
1164	92	NA	NA	NA
1165	223	NA	NA	NA
1166	1812	NA	NA	NA
1167	2144	NA	NA	NA
1168	601	NA	NA	NA
1169	639	NA	NA	NA
1170	1157	NA	NA	NA
1171	2062	NA	NA	NA
1172	373	NA	NA	NA
1173	2160	NA	NA	NA
1174	610	NA	NA	NA
1175	1336	NA	NA	NA
1176	827	NA	NA	NA
1177	2041	NA	NA	NA
1178	1492	NA	NA	NA
1179	928	NA	NA	NA
1180	874	NA	NA	NA
1181	437	NA	NA	NA
1182	23	NA	NA	NA
1183	1200	NA	NA	NA
1184	1381	NA	NA	NA
1185	363	NA	NA	NA
1186	888	NA	NA	NA
1187	1724	NA	NA	NA
1188	735	NA	NA	NA
1189	808	NA	NA	NA
1190	151	NA	NA	NA
1191	2237	NA	NA	NA
1192	1548	NA	NA	NA
1193	4	NA	NA	NA
1194	948	NA	NA	NA
1195	422	NA	NA	NA
1196	1275	NA	NA	NA
1197	1985	NA	NA	NA
1198	103	NA	NA	NA
1199	648	NA	NA	NA
1200	696	NA	NA	NA
1201	2207	NA	NA	NA
1202	1204	NA	NA	NA
1203	1756	NA	NA	NA
1204	97	NA	NA	NA
1205	1410	NA	NA	NA
1206	1081	NA	NA	NA
1207	2018	NA	NA	NA
1208	1512	NA	NA	NA
1209	644	NA	NA	NA
1210	1100	NA	NA	NA
1211	2020	NA	NA	NA
1212	1864	NA	NA	NA
1213	39	NA	NA	NA
1214	1560	NA	NA	NA
1215	1191	NA	NA	NA
1216	1569	NA	NA	NA
1217	107	NA	NA	NA
1218	1590	NA	NA	NA
1219	1105	NA	NA	NA
1220	1601	NA	NA	NA
1221	2218	NA	NA	NA
1222	412	NA	NA	NA
1223	1286	NA	NA	NA
1224	326	NA	NA	NA
1225	1012	NA	NA	NA
1226	1585	NA	NA	NA
1227	1940	NA	NA	NA
1228	885	NA	NA	NA
1229	1193	NA	NA	NA
1230	480	NA	NA	NA
1231	1594	NA	NA	NA
1232	720	NA	NA	NA
1233	2054	NA	NA	NA
1234	2053	NA	NA	NA
1235	636	NA	NA	NA
1236	1457	NA	NA	NA
1237	38	NA	NA	NA
1238	843	NA	NA	NA
1239	1185	NA	NA	NA
1240	2194	NA	NA	NA
1241	691	NA	NA	NA
1242	1432	NA	NA	NA
1243	1475	NA	NA	NA
1244	2146	NA	NA	NA
1245	1317	NA	NA	NA
1246	919	NA	NA	NA
1247	676	NA	NA	NA
1248	703	NA	NA	NA
1249	784	NA	NA	NA
1250	1473	NA	NA	NA
1251	1028	NA	NA	NA
1252	1170	NA	NA	NA
1253	759	NA	NA	NA
1254	1156	NA	NA	NA
1255	205	NA	NA	NA
1256	127	NA	NA	NA
1257	94	NA	NA	NA
1258	1284	NA	NA	NA
1259	1694	NA	NA	NA
1260	1928	NA	NA	NA
1261	1576	NA	NA	NA
1262	626	NA	NA	NA
1263	1036	NA	NA	NA
1264	1691	NA	NA	NA
1265	112	NA	NA	NA
1266	463	NA	NA	NA
1267	1521	NA	NA	NA
1268	1701	NA	NA	NA
1269	1420	NA	NA	NA
1270	1288	NA	NA	NA
1271	1852	NA	NA	NA
1272	2101	NA	NA	NA
1273	235	NA	NA	NA
1274	374	NA	NA	NA
1275	861	NA	NA	NA
1276	1747	NA	NA	NA
1277	86	NA	NA	NA
1278	1476	NA	NA	NA
1279	780	NA	NA	NA
1280	752	NA	NA	NA
1281	753	NA	NA	NA
1282	2083	NA	NA	NA
1283	764	NA	NA	NA
1284	791	NA	NA	NA
1285	1402	NA	NA	NA
1286	793	NA	NA	NA
1287	291	NA	NA	NA
1288	1276	NA	NA	NA
1289	2124	NA	NA	NA
1290	754	NA	NA	NA
1291	755	NA	NA	NA
1292	758	NA	NA	NA
1293	1175	NA	NA	NA
1294	2060	NA	NA	NA
1295	771	NA	NA	NA
1296	760	NA	NA	NA
1297	1477	NA	NA	NA
1298	524	NA	NA	NA
1299	2182	NA	NA	NA
1300	762	NA	NA	NA
1301	490	NA	NA	NA
1302	1071	NA	NA	NA
1303	1705	NA	NA	NA
1304	507	NA	NA	NA
1305	946	NA	NA	NA
1306	658	NA	NA	NA
1307	891	NA	NA	NA
1308	763	NA	NA	NA
1309	799	NA	NA	NA
1310	79	NA	NA	NA
1311	155	NA	NA	NA
1312	1063	NA	NA	NA
1313	1052	NA	NA	NA
1314	1064	NA	NA	NA
1315	1263	NA	NA	NA
1316	1656	NA	NA	NA
1317	1065	NA	NA	NA
1318	1307	NA	NA	NA
1319	1308	NA	NA	NA
1320	1053	NA	NA	NA
1321	1734	NA	NA	NA
1322	701	NA	NA	NA
1323	2175	NA	NA	NA
1324	1066	NA	NA	NA
1325	1072	NA	NA	NA
1326	1054	NA	NA	NA
1327	1055	NA	NA	NA
1328	1056	NA	NA	NA
1329	1058	NA	NA	NA
1330	1067	NA	NA	NA
1331	1059	NA	NA	NA
1332	1237	NA	NA	NA
1333	1060	NA	NA	NA
1334	1702	NA	NA	NA
1335	1061	NA	NA	NA
1336	1069	NA	NA	NA
1337	734	NA	NA	NA
1338	1839	NA	NA	NA
1339	1062	NA	NA	NA
1340	1746	NA	NA	NA
1341	2071	NA	NA	NA
1342	1703	NA	NA	NA
1343	535	NA	NA	NA
1344	1369	NA	NA	NA
1345	232	NA	NA	NA
1346	2128	NA	NA	NA
1347	1413	NA	NA	NA
1348	1778	NA	NA	NA
1349	1497	NA	NA	NA
1350	1144	NA	NA	NA
1351	882	NA	NA	NA
1352	685	NA	NA	NA
1353	1728	NA	NA	NA
1354	1712	NA	NA	NA
1355	1713	NA	NA	NA
1356	1715	NA	NA	NA
1357	1723	NA	NA	NA
1358	1217	NA	NA	NA
1359	1356	NA	NA	NA
1360	1815	NA	NA	NA
1361	1542	NA	NA	NA
1362	129	NA	NA	NA
1363	1642	NA	NA	NA
1364	1441	NA	NA	NA
1365	1189	NA	NA	NA
1366	1683	NA	NA	NA
1367	2208	NA	NA	NA
1368	2209	NA	NA	NA
1369	274	NA	NA	NA
1370	173	NA	NA	NA
1371	1638	NA	NA	NA
1372	2211	NA	NA	NA
1373	2212	NA	NA	NA
1374	483	NA	NA	NA
1375	1173	NA	NA	NA
1376	1639	NA	NA	NA
1377	1450	NA	NA	NA
1378	222	NA	NA	NA
1379	177	NA	NA	NA
1380	1373	NA	NA	NA
1381	261	NA	NA	NA
1382	1596	NA	NA	NA
1383	1485	NA	NA	NA
1384	303	NA	NA	NA
1385	1486	NA	NA	NA
1386	1487	NA	NA	NA
1387	1488	NA	NA	NA
1388	297	NA	NA	NA
1389	1651	NA	NA	NA
1390	983	NA	NA	NA
1391	1776	NA	NA	NA
1392	1023	NA	NA	NA
1393	1367	NA	NA	NA
1394	1350	NA	NA	NA
1395	408	NA	NA	NA
1396	925	NA	NA	NA
1397	1196	NA	NA	NA
1398	738	NA	NA	NA
1399	1347	NA	NA	NA
1400	25	NA	NA	NA
1401	972	NA	NA	NA
1402	401	NA	NA	NA
1403	1722	NA	NA	NA
1404	1040	NA	NA	NA
1405	538	NA	NA	NA
1406	2002	NA	NA	NA
1407	2121	NA	NA	NA
1408	680	NA	NA	NA
1409	2023	NA	NA	NA
1410	1740	NA	NA	NA
1411	360	NA	NA	NA
1412	912	NA	NA	NA
1413	883	NA	NA	NA
1414	814	NA	NA	NA
1415	1764	NA	NA	NA
1416	1833	NA	NA	NA
1417	1593	NA	NA	NA
1418	166	NA	NA	NA
1419	1783	NA	NA	NA
1420	388	NA	NA	NA
1421	1224	NA	NA	NA
1422	190	NA	NA	NA
1423	356	NA	NA	NA
1424	897	NA	NA	NA
1425	1549	NA	NA	NA
1426	795	NA	NA	NA
1427	2011	NA	NA	NA
1428	286	NA	NA	NA
1429	2090	NA	NA	NA
1430	56	NA	NA	NA
1431	2084	NA	NA	NA
1432	1240	NA	NA	NA
1433	138	NA	NA	NA
1434	1706	NA	NA	NA
1435	1435	NA	NA	NA
1436	628	NA	NA	NA
1437	1161	NA	NA	NA
1438	2155	NA	NA	NA
1439	1923	NA	NA	NA
1440	95	NA	NA	NA
1441	565	NA	NA	NA
1442	1587	NA	NA	NA
1443	1630	NA	NA	NA
1444	904	NA	NA	NA
1445	392	NA	NA	NA
1446	1889	NA	NA	NA
1447	584	NA	NA	NA
1448	905	NA	NA	NA
1449	281	NA	NA	NA
1450	348	NA	NA	NA
1451	1466	NA	NA	NA
1452	675	NA	NA	NA
1453	477	NA	NA	NA
1454	478	NA	NA	NA
1455	474	NA	NA	NA
1456	475	NA	NA	NA
1457	476	NA	NA	NA
1458	514	NA	NA	NA
1459	1361	NA	NA	NA
1460	751	NA	NA	NA
1461	1704	NA	NA	NA
1462	681	NA	NA	NA
1463	133	NA	NA	NA
1464	552	NA	NA	NA
1465	1762	NA	NA	NA
1466	391	NA	NA	NA
1467	864	NA	NA	NA
1468	330	NA	NA	NA
1469	2229	NA	NA	NA
1470	1945	NA	NA	NA
1471	2230	NA	NA	NA
1472	1840	NA	NA	NA
1473	2231	NA	NA	NA
1474	2232	NA	NA	NA
1475	2233	NA	NA	NA
1476	1636	NA	NA	NA
1477	1944	NA	NA	NA
1478	165	NA	NA	NA
1479	1798	NA	NA	NA
1480	900	NA	NA	NA
1481	1807	NA	NA	NA
1482	53	NA	NA	NA
1483	1866	NA	NA	NA
1484	417	NA	NA	NA
1485	416	NA	NA	NA
1486	1951	NA	NA	NA
1487	1679	NA	NA	NA
1488	2115	NA	NA	NA
1489	820	NA	NA	NA
1490	2050	NA	NA	NA
1491	289	NA	NA	NA
1492	1158	NA	NA	NA
1493	418	NA	NA	NA
1494	1174	NA	NA	NA
1495	1578	NA	NA	NA
1496	954	NA	NA	NA
1497	2250	NA	NA	NA
1498	1480	NA	NA	NA
1499	2129	NA	NA	NA
1500	977	NA	NA	NA
1501	1184	NA	NA	NA
1502	406	NA	NA	NA
1503	368	NA	NA	NA
1504	1365	NA	NA	NA
1505	62	NA	NA	NA
1506	450	NA	NA	NA
1507	2079	NA	NA	NA
1508	1163	NA	NA	NA
1509	1374	NA	NA	NA
1510	1045	NA	NA	NA
1511	2044	NA	NA	NA
1512	757	NA	NA	NA
1513	1294	NA	NA	NA
1514	1810	NA	NA	NA
1515	121	NA	NA	NA
1516	1805	NA	NA	NA
1517	195	NA	NA	NA
1518	889	NA	NA	NA
1519	1748	NA	NA	NA
1520	196	NA	NA	NA
1521	898	NA	NA	NA
1522	2269	NA	NA	NA
1523	719	NA	NA	NA
1524	1607	NA	NA	NA
1525	1766	NA	NA	NA
1526	1303	NA	NA	NA
1527	908	NA	NA	NA
1528	1304	NA	NA	NA
1529	836	NA	NA	NA
1530	76	NA	NA	NA
1531	1423	NA	NA	NA
1532	1465	NA	NA	NA
1533	1711	NA	NA	NA
1534	723	NA	NA	NA
1535	932	NA	NA	NA
1536	1326	NA	NA	NA
1537	65	NA	NA	NA
1538	605	NA	NA	NA
1539	1881	NA	NA	NA
1540	1104	NA	NA	NA
1541	846	NA	NA	NA
1542	1248	NA	NA	NA
1543	975	NA	NA	NA
1544	1515	NA	NA	NA
1545	229	NA	NA	NA
1546	2038	NA	NA	NA
1547	1267	NA	NA	NA
1548	1298	NA	NA	NA
1549	1841	NA	NA	NA
1550	1795	NA	NA	NA
1551	973	NA	NA	NA
1552	1033	NA	NA	NA
1553	193	NA	NA	NA
1554	183	NA	NA	NA
1555	592	NA	NA	NA
1556	595	NA	NA	NA
1557	153	NA	NA	NA
1558	218	NA	NA	NA
1559	570	NA	NA	NA
1560	1588	NA	NA	NA
1561	554	NA	NA	NA
1562	164	NA	NA	NA
1563	315	NA	NA	NA
1564	952	NA	NA	NA
1565	237	NA	NA	NA
1566	466	NA	NA	NA
1567	2199	NA	NA	NA
1568	2005	NA	NA	NA
1569	1893	NA	NA	NA
1570	2279	NA	NA	NA
1571	470	NA	NA	NA
1572	1335	NA	NA	NA
1573	765	NA	NA	NA
1574	1086	NA	NA	NA
1575	1311	NA	NA	NA
1576	2274	NA	NA	NA
1577	1844	NA	NA	NA
1578	824	NA	NA	NA
1579	1843	NA	NA	NA
1580	1524	NA	NA	NA
1581	1547	NA	NA	NA
1582	85	NA	NA	NA
1583	906	NA	NA	NA
1584	1225	NA	NA	NA
1585	2137	NA	NA	NA
1586	2122	NA	NA	NA
1587	1758	NA	NA	NA
1588	1226	NA	NA	NA
1589	2063	NA	NA	NA
1590	1862	NA	NA	NA
1591	1227	NA	NA	NA
1592	1228	NA	NA	NA
1593	2138	NA	NA	NA
1594	1937	NA	NA	NA
1595	167	NA	NA	NA
1596	731	NA	NA	NA
1597	1963	NA	NA	NA
1598	77	NA	NA	NA
1599	878	NA	NA	NA
1600	995	NA	NA	NA
1601	606	NA	NA	NA
1602	1854	NA	NA	NA
1603	1858	NA	NA	NA
1604	1860	NA	NA	NA
1605	2119	NA	NA	NA
1606	2158	NA	NA	NA
1607	1460	NA	NA	NA
1608	163	NA	NA	NA
1609	1149	NA	NA	NA
1610	1258	NA	NA	NA
1611	1110	NA	NA	NA
1612	460	NA	NA	NA
1613	1615	NA	NA	NA
1614	571	NA	NA	NA
1615	1617	NA	NA	NA
1616	1616	NA	NA	NA
1617	1245	NA	NA	NA
1618	294	NA	NA	NA
1619	1121	NA	NA	NA
1620	642	NA	NA	NA
1621	2046	NA	NA	NA
1622	192	NA	NA	NA
1623	1257	NA	NA	NA
1624	1609	NA	NA	NA
1625	13	NA	NA	NA
1626	1127	NA	NA	NA
1627	1695	NA	NA	NA
1628	1101	NA	NA	NA
1629	1696	NA	NA	NA
1630	2047	NA	NA	NA
1631	2225	NA	NA	NA
1632	1859	NA	NA	NA
1633	1472	NA	NA	NA
1634	1774	NA	NA	NA
1635	523	NA	NA	NA
1636	1332	NA	NA	NA
1637	1283	NA	NA	NA
1638	1310	NA	NA	NA
1639	30	NA	NA	NA
1640	1697	NA	NA	NA
1641	1948	NA	NA	NA
1642	1005	NA	NA	NA
1643	2056	NA	NA	NA
1644	1316	NA	NA	NA
1645	2068	NA	NA	NA
1646	2082	NA	NA	NA
1647	1698	NA	NA	NA
1648	522	NA	NA	NA
1649	1017	NA	NA	NA
1650	1511	NA	NA	NA
1651	1370	NA	NA	NA
1652	1128	NA	NA	NA
1653	1322	NA	NA	NA
1654	1775	NA	NA	NA
1655	1085	NA	NA	NA
1656	865	NA	NA	NA
1657	227	NA	NA	NA
1658	922	NA	NA	NA
1659	958	NA	NA	NA
1660	198	NA	NA	NA
1661	629	NA	NA	NA
1662	284	NA	NA	NA
1663	907	NA	NA	NA
1664	1002	NA	NA	NA
1665	774	NA	NA	NA
1666	960	NA	NA	NA
1667	20	NA	NA	NA
1668	868	NA	NA	NA
1669	357	NA	NA	NA
1670	215	NA	NA	NA
1671	158	NA	NA	NA
1672	1992	NA	NA	NA
1673	1343	NA	NA	NA
1674	1346	NA	NA	NA
1675	1154	NA	NA	NA
1676	1016	NA	NA	NA
1677	2069	NA	NA	NA
1678	777	NA	NA	NA
1679	1379	NA	NA	NA
1680	1134	NA	NA	NA
1681	1635	NA	NA	NA
1682	71	NA	NA	NA
1683	603	NA	NA	NA
1684	671	NA	NA	NA
1685	456	NA	NA	NA
1686	736	NA	NA	NA
1687	180	NA	NA	NA
1688	145	NA	NA	NA
1689	1589	NA	NA	NA
1690	1340	NA	NA	NA
1691	1172	NA	NA	NA
1692	1388	NA	NA	NA
1693	1383	NA	NA	NA
1694	712	NA	NA	NA
1695	19	NA	NA	NA
1696	682	NA	NA	NA
1697	1431	NA	NA	NA
1698	1658	NA	NA	NA
1699	1831	NA	NA	NA
1700	1446	NA	NA	NA
1701	1339	NA	NA	NA
1702	6	NA	NA	NA
1703	1419	NA	NA	NA
1704	921	NA	NA	NA
1705	36	NA	NA	NA
1706	1368	NA	NA	NA
1707	1324	NA	NA	NA
1708	2243	NA	NA	NA
1709	1786	NA	NA	NA
1710	386	NA	NA	NA
1711	1397	NA	NA	NA
1712	10	NA	NA	NA
1713	613	NA	NA	NA
1714	2249	NA	NA	NA
1715	1290	NA	NA	NA
1716	1826	NA	NA	NA
1717	1519	NA	NA	NA
1718	1535	NA	NA	NA
1719	688	NA	NA	NA
1720	93	NA	NA	NA
1721	1955	NA	NA	NA
1722	41	NA	NA	NA
1723	856	NA	NA	NA
1724	42	NA	NA	NA
1725	816	NA	NA	NA
1726	1621	NA	NA	NA
1727	264	NA	NA	NA
1728	1507	NA	NA	NA
1729	797	NA	NA	NA
1730	623	NA	NA	NA
1731	624	NA	NA	NA
1732	1975	NA	NA	NA
1733	2111	NA	NA	NA
1734	955	NA	NA	NA
1735	419	NA	NA	NA
1736	844	NA	NA	NA
1737	1765	NA	NA	NA
1738	48	NA	NA	NA
1739	1182	NA	NA	NA
1740	1969	NA	NA	NA
1741	52	NA	NA	NA
1742	1414	NA	NA	NA
1743	64	NA	NA	NA
1744	770	NA	NA	NA
1745	1306	NA	NA	NA
1746	1325	NA	NA	NA
1747	510	NA	NA	NA
1748	1452	NA	NA	NA
1749	2087	NA	NA	NA
1750	1606	NA	NA	NA
1751	2078	NA	NA	NA
1752	2081	NA	NA	NA
1753	2085	NA	NA	NA
1754	468	NA	NA	NA
1755	1422	NA	NA	NA
1756	1490	NA	NA	NA
1757	1155	NA	NA	NA
1758	2067	NA	NA	NA
1759	1320	NA	NA	NA
1760	549	NA	NA	NA
1761	161	NA	NA	NA
1762	1447	NA	NA	NA
1763	1141	NA	NA	NA
1764	1600	NA	NA	NA
1765	1165	NA	NA	NA
1766	1034	NA	NA	NA
1767	1620	NA	NA	NA
1768	140	NA	NA	NA
1769	1216	NA	NA	NA
1770	1597	NA	NA	NA
1771	1726	NA	NA	NA
1772	1509	NA	NA	NA
1773	2198	NA	NA	NA
1774	1270	NA	NA	NA
1775	322	NA	NA	NA
1776	323	NA	NA	NA
1777	1744	NA	NA	NA
1778	819	NA	NA	NA
1779	454	NA	NA	NA
1780	518	NA	NA	NA
1781	203	NA	NA	NA
1782	117	NA	NA	NA
1783	1135	NA	NA	NA
1784	40	NA	NA	NA
1785	860	NA	NA	NA
1786	2173	NA	NA	NA
1787	826	NA	NA	NA
1788	26	NA	NA	NA
1789	721	NA	NA	NA
1790	175	NA	NA	NA
1791	395	NA	NA	NA
1792	1567	NA	NA	NA
1793	244	NA	NA	NA
1794	667	NA	NA	NA
1795	666	NA	NA	NA
1796	246	NA	NA	NA
1797	1796	NA	NA	NA
1798	1262	NA	NA	NA
1799	2222	NA	NA	NA
1800	1883	NA	NA	NA
1801	9	NA	NA	NA
1802	2080	NA	NA	NA
1803	2118	NA	NA	NA
1804	488	NA	NA	NA
1805	385	NA	NA	NA
1806	1804	NA	NA	NA
1807	1256	NA	NA	NA
1808	2261	NA	NA	NA
1809	2015	NA	NA	NA
1810	2012	NA	NA	NA
1811	893	NA	NA	NA
1812	1998	NA	NA	NA
1813	967	NA	NA	NA
1814	744	NA	NA	NA
1815	1699	NA	NA	NA
1816	1886	NA	NA	NA
1817	1888	NA	NA	NA
1818	2123	NA	NA	NA
1819	1230	NA	NA	NA
1820	1895	NA	NA	NA
1821	262	NA	NA	NA
1822	747	NA	NA	NA
1823	1876	NA	NA	NA
1824	1900	NA	NA	NA
1825	947	NA	NA	NA
1826	1827	NA	NA	NA
1827	1195	NA	NA	NA
1828	2239	NA	NA	NA
1829	1456	NA	NA	NA
1830	2007	NA	NA	NA
1831	2008	NA	NA	NA
1832	1558	NA	NA	NA
1833	1108	NA	NA	NA
1834	1132	NA	NA	NA
1835	1194	NA	NA	NA
1836	2242	NA	NA	NA
1837	959	NA	NA	NA
1838	1877	NA	NA	NA
1839	1878	NA	NA	NA
1840	1875	NA	NA	NA
1841	1884	NA	NA	NA
1842	1897	NA	NA	NA
1843	1899	NA	NA	NA
1844	1820	NA	NA	NA
1845	2188	NA	NA	NA
1846	2064	NA	NA	NA
1847	1916	NA	NA	NA
1848	1647	NA	NA	NA
1849	2134	NA	NA	NA
1850	1675	NA	NA	NA
1851	1508	NA	NA	NA
1852	978	NA	NA	NA
1853	1510	NA	NA	NA
1854	78	NA	NA	NA
1855	1513	NA	NA	NA
1856	838	NA	NA	NA
1857	2142	NA	NA	NA
1858	880	NA	NA	NA
1859	147	NA	NA	NA
1860	1915	NA	NA	NA
1861	185	NA	NA	NA
1862	2072	NA	NA	NA
1863	2276	NA	NA	NA
1864	1817	NA	NA	NA
1865	1039	NA	NA	NA
1866	1198	NA	NA	NA
1867	1008	NA	NA	NA
1868	2042	NA	NA	NA
1869	961	NA	NA	NA
1870	1015	NA	NA	NA
1871	481	NA	NA	NA
1872	268	NA	NA	NA
1873	1673	NA	NA	NA
1874	1384	NA	NA	NA
1875	866	NA	NA	NA
1876	1566	NA	NA	NA
1877	845	NA	NA	NA
1878	1902	NA	NA	NA
1879	254	NA	NA	NA
1880	1710	NA	NA	NA
1881	2226	NA	NA	NA
1882	465	NA	NA	NA
1883	503	NA	NA	NA
1884	1537	NA	NA	NA
1885	216	NA	NA	NA
1886	950	NA	NA	NA
1887	21	NA	NA	NA
1888	332	NA	NA	NA
1889	970	NA	NA	NA
1890	982	NA	NA	NA
1891	496	NA	NA	NA
1892	564	NA	NA	NA
1893	1187	NA	NA	NA
1894	1273	NA	NA	NA
1895	934	NA	NA	NA
1896	310	NA	NA	NA
1897	1377	NA	NA	NA
1898	798	NA	NA	NA
1899	276	NA	NA	NA
1900	275	NA	NA	NA
1901	1672	NA	NA	NA
1902	484	NA	NA	NA
1903	1462	NA	NA	NA
1904	1089	NA	NA	NA
1905	1075	NA	NA	NA
1906	1090	NA	NA	NA
1907	1091	NA	NA	NA
1908	1341	NA	NA	NA
1909	1092	NA	NA	NA
1910	1693	NA	NA	NA
1911	1093	NA	NA	NA
1912	1094	NA	NA	NA
1913	1095	NA	NA	NA
1914	1078	NA	NA	NA
1915	1096	NA	NA	NA
1916	162	NA	NA	NA
1917	134	NA	NA	NA
1918	321	NA	NA	NA
1919	1822	NA	NA	NA
1920	582	NA	NA	NA
1921	405	NA	NA	NA
1922	517	NA	NA	NA
1923	1247	NA	NA	NA
1924	16	NA	NA	NA
1925	2272	NA	NA	NA
1926	2271	NA	NA	NA
1927	210	NA	NA	NA
1928	1282	NA	NA	NA
1929	212	NA	NA	NA
1930	2003	NA	NA	NA
1931	213	NA	NA	NA
1932	1147	NA	NA	NA
1933	214	NA	NA	NA
1934	217	NA	NA	NA
1935	1212	NA	NA	NA
1936	498	NA	NA	NA
1937	1664	NA	NA	NA
1938	695	NA	NA	NA
1939	1246	NA	NA	NA
1940	1281	NA	NA	NA
1941	228	NA	NA	NA
1942	230	NA	NA	NA
1943	219	NA	NA	NA
1944	704	NA	NA	NA
1945	1885	NA	NA	NA
1946	225	NA	NA	NA
1947	221	NA	NA	NA
1948	2216	NA	NA	NA
1949	220	NA	NA	NA
1950	1556	NA	NA	NA
1951	1087	NA	NA	NA
1952	915	NA	NA	NA
1953	1018	NA	NA	NA
1954	1674	NA	NA	NA
1955	1572	NA	NA	NA
1956	1425	NA	NA	NA
1957	250	NA	NA	NA
1958	263	NA	NA	NA
1959	2073	NA	NA	NA
1960	1659	NA	NA	NA
1961	270	NA	NA	NA
1962	277	NA	NA	NA
1963	1342	NA	NA	NA
1964	236	NA	NA	NA
1965	804	NA	NA	NA
1966	895	NA	NA	NA
1967	18	NA	NA	NA
1968	290	NA	NA	NA
1969	283	NA	NA	NA
1970	438	NA	NA	NA
1971	1867	NA	NA	NA
1972	812	NA	NA	NA
1973	1213	NA	NA	NA
1974	248	NA	NA	NA
1975	238	NA	NA	NA
1976	801	NA	NA	NA
1977	256	NA	NA	NA
1978	293	NA	NA	NA
1979	996	NA	NA	NA
1980	251	NA	NA	NA
1981	1166	NA	NA	NA
1982	252	NA	NA	NA
1983	239	NA	NA	NA
