TaxID	CLARK	Kaiju	Kraken
1984	240	NA	NA	NA
1985	746	NA	NA	NA
1986	830	NA	NA	NA
1987	113	NA	NA	NA
1988	114	NA	NA	NA
1989	2013	NA	NA	NA
1990	243	NA	NA	NA
1991	247	NA	NA	NA
1992	296	NA	NA	NA
1993	971	NA	NA	NA
1994	1965	NA	NA	NA
1995	1978	NA	NA	NA
1996	1984	NA	NA	NA
1997	894	NA	NA	NA
1998	896	NA	NA	NA
1999	903	NA	NA	NA
2000	2051	NA	NA	NA
2001	1399	NA	NA	NA
2002	1506	NA	NA	NA
2003	1274	NA	NA	NA
2004	909	NA	NA	NA
2005	1602	NA	NA	NA
2006	1979	NA	NA	NA
2007	1980	NA	NA	NA
2008	1809	NA	NA	NA
2009	920	NA	NA	NA
2010	923	NA	NA	NA
2011	1981	NA	NA	NA
2012	927	NA	NA	NA
2013	930	NA	NA	NA
2014	379	NA	NA	NA
2015	937	NA	NA	NA
2016	1690	NA	NA	NA
2017	964	NA	NA	NA
2018	991	NA	NA	NA
2019	1982	NA	NA	NA
2020	396	NA	NA	NA
2021	304	NA	NA	NA
2022	124	NA	NA	NA
2023	1516	NA	NA	NA
2024	609	NA	NA	NA
2025	953	NA	NA	NA
2026	1255	NA	NA	NA
2027	1595	NA	NA	NA
2028	957	NA	NA	NA
2029	1792	NA	NA	NA
2030	986	NA	NA	NA
2031	739	NA	NA	NA
2032	200	NA	NA	NA
2033	505	NA	NA	NA
2034	619	NA	NA	NA
2035	1633	NA	NA	NA
2036	716	NA	NA	NA
2037	1044	NA	NA	NA
2038	984	NA	NA	NA
2039	834	NA	NA	NA
2040	772	NA	NA	NA
2041	828	NA	NA	NA
2042	853	NA	NA	NA
2043	82	NA	NA	NA
2044	2171	NA	NA	NA
2045	1119	NA	NA	NA
2046	635	NA	NA	NA
2047	802	NA	NA	NA
2048	1793	NA	NA	NA
2049	1461	NA	NA	NA
2050	965	NA	NA	NA
2051	1983	NA	NA	NA
2052	1570	NA	NA	NA
2053	1014	NA	NA	NA
2054	943	NA	NA	NA
2055	1931	NA	NA	NA
2056	426	NA	NA	NA
2057	1004	NA	NA	NA
2058	1327	NA	NA	NA
2059	1614	NA	NA	NA
2060	1026	NA	NA	NA
2061	2048	NA	NA	NA
2062	1643	NA	NA	NA
2063	1941	NA	NA	NA
2064	974	NA	NA	NA
2065	1007	NA	NA	NA
2066	532	NA	NA	NA
2067	1042	NA	NA	NA
2068	1522	NA	NA	NA
2069	1199	NA	NA	NA
2070	80	NA	NA	NA
2071	1359	NA	NA	NA
2072	211	NA	NA	NA
2073	1855	NA	NA	NA
2074	1856	NA	NA	NA
2075	980	NA	NA	NA
2076	1355	NA	NA	NA
2077	1493	NA	NA	NA
2078	128	NA	NA	NA
2079	2152	NA	NA	NA
2080	108	NA	NA	NA
2081	146	NA	NA	NA
2082	1742	NA	NA	NA
2083	2172	NA	NA	NA
2084	2170	NA	NA	NA
2085	1345	NA	NA	NA
2086	1221	NA	NA	NA
2087	2014	NA	NA	NA
2088	1314	NA	NA	NA
2089	1652	NA	NA	NA
2090	1769	NA	NA	NA
2091	2153	NA	NA	NA
2092	1309	NA	NA	NA
2093	1959	NA	NA	NA
2094	857	NA	NA	NA
2095	1731	NA	NA	NA
2096	1140	NA	NA	NA
2097	1857	NA	NA	NA
2098	1529	NA	NA	NA
2099	2180	NA	NA	NA
2100	1543	NA	NA	NA
2101	568	NA	NA	NA
2102	269	NA	NA	NA
2103	926	NA	NA	NA
2104	1750	NA	NA	NA
2105	890	NA	NA	NA
2106	1102	NA	NA	NA
2107	750	NA	NA	NA
2108	2259	NA	NA	NA
2109	98	NA	NA	NA
2110	2161	NA	NA	NA
2111	2165	NA	NA	NA
2112	2037	NA	NA	NA
2113	2108	NA	NA	NA
2114	2174	NA	NA	NA
2115	60	NA	NA	NA
2116	1114	NA	NA	NA
2117	1853	NA	NA	NA
2118	1671	NA	NA	NA
2119	455	NA	NA	NA
2120	1277	NA	NA	NA
2121	1504	NA	NA	NA
2122	641	NA	NA	NA
2123	1025	NA	NA	NA
2124	1020	NA	NA	NA
2125	1785	NA	NA	NA
2126	707	NA	NA	NA
2127	730	NA	NA	NA
2128	833	NA	NA	NA
2129	1242	NA	NA	NA
2130	1733	NA	NA	NA
2131	1024	NA	NA	NA
2132	1268	NA	NA	NA
2133	1137	NA	NA	NA
2134	1575	NA	NA	NA
2135	2238	NA	NA	NA
2136	1390	NA	NA	NA
2137	1192	NA	NA	NA
2138	1829	NA	NA	NA
2139	1830	NA	NA	NA
2140	1499	NA	NA	NA
2141	84	NA	NA	NA
2142	2217	NA	NA	NA
2143	403	NA	NA	NA
2144	59	NA	NA	NA
2145	1536	NA	NA	NA
2146	24	NA	NA	NA
2147	46	NA	NA	NA
2148	1479	NA	NA	NA
2149	174	NA	NA	NA
2150	938	NA	NA	NA
2151	2034	NA	NA	NA
2152	2097	NA	NA	NA
2153	54	NA	NA	NA
2154	1538	NA	NA	NA
2155	2219	NA	NA	NA
2156	1568	NA	NA	NA
2157	702	NA	NA	NA
2158	1625	NA	NA	NA
2159	2105	NA	NA	NA
2160	1082	NA	NA	NA
2161	528	NA	NA	NA
2162	556	NA	NA	NA
2163	1571	NA	NA	NA
2164	2190	NA	NA	NA
2165	1103	NA	NA	NA
2166	482	NA	NA	NA
2167	643	NA	NA	NA
2168	157	NA	NA	NA
2169	119	NA	NA	NA
2170	1386	NA	NA	NA
2171	634	NA	NA	NA
2172	1041	NA	NA	NA
2173	913	NA	NA	NA
2174	700	NA	NA	NA
2175	1301	NA	NA	NA
2176	1074	NA	NA	NA
2177	1912	NA	NA	NA
2178	1753	NA	NA	NA
2179	1421	NA	NA	NA
2180	786	NA	NA	NA
2181	1292	NA	NA	NA
2182	1463	NA	NA	NA
2183	597	NA	NA	NA
2184	2	NA	NA	NA
2185	1952	NA	NA	NA
2186	1814	NA	NA	NA
2187	443	NA	NA	NA
2188	1808	NA	NA	NA
2189	1976	NA	NA	NA
2190	1954	NA	NA	NA
2191	924	NA	NA	NA
2192	1970	NA	NA	NA
2193	1299	NA	NA	NA
2194	1986	NA	NA	NA
2195	1958	NA	NA	NA
2196	1968	NA	NA	NA
2197	1989	NA	NA	NA
2198	1231	NA	NA	NA
2199	1996	NA	NA	NA
2200	1961	NA	NA	NA
2201	1660	NA	NA	NA
2202	87	NA	NA	NA
2203	1070	NA	NA	NA
2204	377	NA	NA	NA
2205	1300	NA	NA	NA
2206	1964	NA	NA	NA
2207	413	NA	NA	NA
2208	929	NA	NA	NA
2209	1557	NA	NA	NA
2210	333	NA	NA	NA
2211	12	NA	NA	NA
2212	2061	NA	NA	NA
2213	316	NA	NA	NA
2214	591	NA	NA	NA
2215	779	NA	NA	NA
2216	527	NA	NA	NA
2217	1743	NA	NA	NA
2218	966	NA	NA	NA
2219	2052	NA	NA	NA
2220	494	NA	NA	NA
2221	1146	NA	NA	NA
2222	2149	NA	NA	NA
2223	1207	NA	NA	NA
2224	1289	NA	NA	NA
2225	1398	NA	NA	NA
2226	1429	NA	NA	NA
2227	1714	NA	NA	NA
2228	1468	NA	NA	NA
2229	2205	NA	NA	NA
2230	1430	NA	NA	NA
2231	1824	NA	NA	NA
2232	1427	NA	NA	NA
2233	1825	NA	NA	NA
2234	1564	NA	NA	NA
2235	1437	NA	NA	NA
2236	1438	NA	NA	NA
2237	1903	NA	NA	NA
2238	1565	NA	NA	NA
2239	873	NA	NA	NA
2240	1126	NA	NA	NA
2241	782	NA	NA	NA
2242	1295	NA	NA	NA
2243	1179	NA	NA	NA
2244	1906	NA	NA	NA
2245	1909	NA	NA	NA
2246	1911	NA	NA	NA
2247	1296	NA	NA	NA
2248	1297	NA	NA	NA
2249	1470	NA	NA	NA
2250	831	NA	NA	NA
2251	399	NA	NA	NA
2252	1908	NA	NA	NA
2253	1541	NA	NA	NA
2254	1784	NA	NA	NA
2255	2162	NA	NA	NA
2256	459	NA	NA	NA
2257	1279	NA	NA	NA
2258	1260	NA	NA	NA
2259	1249	NA	NA	NA
2260	2141	NA	NA	NA
2261	449	NA	NA	NA
2262	1530	NA	NA	NA
2263	1531	NA	NA	NA
2264	376	NA	NA	NA
2265	2032	NA	NA	NA
2266	2036	NA	NA	NA
2267	520	NA	NA	NA
2268	1583	NA	NA	NA
2269	1181	NA	NA	NA
2270	2166	NA	NA	NA
2271	2043	NA	NA	NA
2272	1789	NA	NA	NA
2273	1142	NA	NA	NA
2274	2169	NA	NA	NA
2275	191	NA	NA	NA
2276	2127	NA	NA	NA
2277	152	NA	NA	NA
2278	288	NA	NA	NA
2279	825	NA	NA	NA
2280	654	NA	NA	NA
2281	862965	NA	NA	NA
2282	553174	NA	NA	NA
2283	29466	NA	NA	NA
2284	28037	NA	NA	NA
2285	575614	NA	NA	NA
2286	546263	NA	NA	NA
2287	76123	NA	NA	NA
2288	171549	NA	NA	NA
2289	28131	NA	NA	NA
2290	365659	NA	NA	NA
2291	712633	NA	NA	NA
2292	544580	NA	NA	NA
2293	131567	NA	NA	NA
2294	479436	NA	NA	NA
2295	52773	NA	NA	NA
2296	1236517	NA	NA	NA
2297	388919	NA	NA	NA
2298	28112	NA	NA	NA
2299	1476577	NA	NA	NA
2300	927666	NA	NA	NA
2301	1054460	NA	NA	NA
2302	767031	NA	NA	NA
2303	43675	NA	NA	NA
2304	49546	NA	NA	NA
2305	1785995	NA	NA	NA
2306	908937	NA	NA	NA
2307	712357	NA	NA	NA
2308	762948	NA	NA	NA
2309	712710	NA	NA	NA
2310	264731	NA	NA	NA
2311	521095	NA	NA	NA
2312	1539298	NA	NA	NA
2313	634176	NA	NA	NA
2314	416916	NA	NA	NA
2315	879243	NA	NA	NA
2316	1122984	NA	NA	NA
2317	28091	NA	NA	NA
2318	767029	NA	NA	NA
2319	76857	NA	NA	NA
2320	1783272	NA	NA	NA
2321	360104	NA	NA	NA
2322	521097	NA	NA	NA
2323	667015	NA	NA	NA
2324	76859	NA	NA	NA
2325	1852377	NA	NA	NA
2326	435591	NA	NA	NA
2327	33033	NA	NA	NA
2328	1705617	NA	NA	NA
2329	28216	NA	NA	NA
2330	1702287	NA	NA	NA
2331	1759399	NA	NA	NA
2332	45243	NA	NA	NA
2333	34085	NA	NA	NA
2334	155615	NA	NA	NA
2335	680646	NA	NA	NA
2336	1583098	NA	NA	NA
2337	880074	NA	NA	NA
2338	200643	NA	NA	NA
2339	1334187	NA	NA	NA
2340	1834200	NA	NA	NA
2341	145261	NA	NA	NA
2342	1805714	NA	NA	NA
2343	860228	NA	NA	NA
2344	186826	NA	NA	NA
2345	709991	NA	NA	NA
2346	221988	NA	NA	NA
2347	693979	NA	NA	NA
2348	39950	NA	NA	NA
2349	1302863	NA	NA	NA
2350	75984	NA	NA	NA
2351	1455609	NA	NA	NA
2352	59732	NA	NA	NA
2353	694427	NA	NA	NA
2354	489653	NA	NA	NA
2355	671232	NA	NA	NA
2356	246787	NA	NA	NA
2357	47735	NA	NA	NA
2358	186802	NA	NA	NA
2359	308865	NA	NA	NA
2360	171101	NA	NA	NA
2361	1642647	NA	NA	NA
2362	203275	NA	NA	NA
2363	91061	NA	NA	NA
2364	339671	NA	NA	NA
2365	1642646	NA	NA	NA
2366	32207	NA	NA	NA
2367	76856	NA	NA	NA
2368	888727	NA	NA	NA
2369	546271	NA	NA	NA
2370	862964	NA	NA	NA
2371	75985	NA	NA	NA
2372	760570	NA	NA	NA
2373	679935	NA	NA	NA
2374	1264579	NA	NA	NA
2375	1114965	NA	NA	NA
2376	1005058	NA	NA	NA
2377	531844	NA	NA	NA
2378	1156431	NA	NA	NA
2379	1884263	NA	NA	NA
2380	712122	NA	NA	NA
2381	1562970	NA	NA	NA
2382	469602	NA	NA	NA
2383	272624	NA	NA	NA
2384	1433126	NA	NA	NA
2385	28116	NA	NA	NA
2386	206351	NA	NA	NA
2387	1307833	NA	NA	NA
2388	1307442	NA	NA	NA
2389	1232659	NA	NA	NA
2390	31957	NA	NA	NA
2391	1307832	NA	NA	NA
2392	1400053	NA	NA	NA
2393	1156433	NA	NA	NA
2394	889453	NA	NA	NA
2395	546269	NA	NA	NA
2396	523794	NA	NA	NA
2397	1168034	NA	NA	NA
2398	997877	NA	NA	NA
2399	80840	NA	NA	NA
2400	243275	NA	NA	NA
2401	469604	NA	NA	NA
2402	866630	NA	NA	NA
2403	1196094	NA	NA	NA
2404	435590	NA	NA	NA
2405	1304873	NA	NA	NA
2406	1834196	NA	NA	NA
2407	1432056	NA	NA	NA
2408	195950	NA	NA	NA
2409	28251	NA	NA	NA
2410	935897	NA	NA	NA
2411	91347	NA	NA	NA
2412	2005525	NA	NA	NA
2413	32067	NA	NA	NA
2414	202947	NA	NA	NA
2415	157239	NA	NA	NA
2416	743972	NA	NA	NA
2417	68336	NA	NA	NA
2418	862962	NA	NA	NA
2419	457405	NA	NA	NA
2420	1458465	NA	NA	NA
2421	487214	NA	NA	NA
2422	610130	NA	NA	NA
2423	662598	NA	NA	NA
2424	85404	NA	NA	NA
2425	1295140	NA	NA	NA
2426	511995	NA	NA	NA
2427	1796613	NA	NA	NA
2428	1785996	NA	NA	NA
2429	1685010	NA	NA	NA
2430	1307839	NA	NA	NA
2431	467705	NA	NA	NA
2432	712411	NA	NA	NA
2433	909932	NA	NA	NA
2434	12402	NA	NA	NA
2435	28211	NA	NA	NA
2436	31977	NA	NA	NA
2437	768507	NA	NA	NA
2438	1030843	NA	NA	NA
2439	186803	NA	NA	NA
2440	111015	NA	NA	NA
2441	1721091	NA	NA	NA
2442	71421	NA	NA	NA
2443	1307443	NA	NA	NA
2444	519441	NA	NA	NA
2445	203491	NA	NA	NA
2446	226186	NA	NA	NA
2447	469607	NA	NA	NA
2448	865938	NA	NA	NA
2449	1307444	NA	NA	NA
2450	9606	NA	NA	NA
2451	1658672	NA	NA	NA
2452	76831	NA	NA	NA
2453	512566	NA	NA	NA
2454	761193	NA	NA	NA
2455	262727	NA	NA	NA
2456	906968	NA	NA	NA
2457	1324352	NA	NA	NA
2458	189423	NA	NA	NA
2459	1796616	NA	NA	NA
2460	28453	NA	NA	NA
2461	485918	NA	NA	NA
2462	190304	NA	NA	NA
2463	1538644	NA	NA	NA
2464	697329	NA	NA	NA
2465	1972192	NA	NA	NA
2466	1085624	NA	NA	NA
2467	10699	NA	NA	NA
2468	869209	NA	NA	NA
2469	1042156	NA	NA	NA
2470	1888195	NA	NA	NA
2471	1825069	NA	NA	NA
2472	44249	NA	NA	NA
2473	85006	NA	NA	NA
2474	200644	NA	NA	NA
2475	246195	NA	NA	NA
2476	869309	NA	NA	NA
2477	1191459	NA	NA	NA
2478	360105	NA	NA	NA
2479	515619	NA	NA	NA
2480	84566	NA	NA	NA
2481	228400	NA	NA	NA
2482	186801	NA	NA	NA
2483	743722	NA	NA	NA
2484	1150389	NA	NA	NA
2485	357809	NA	NA	NA
2486	89966	NA	NA	NA
2487	1871021	NA	NA	NA
2488	221027	NA	NA	NA
2489	1291379	NA	NA	NA
2490	1982367	NA	NA	NA
2491	760192	NA	NA	NA
2492	1307428	NA	NA	NA
2493	2285	NA	NA	NA
2494	649349	NA	NA	NA
2495	1834207	NA	NA	NA
2496	929556	NA	NA	NA
2497	649756	NA	NA	NA
2498	40041	NA	NA	NA
2499	374833	NA	NA	NA
2500	927704	NA	NA	NA
2501	1034807	NA	NA	NA
2502	642492	NA	NA	NA
2503	295405	NA	NA	NA
2504	645127	NA	NA	NA
2505	585394	NA	NA	NA
2506	511435	NA	NA	NA
2507	926562	NA	NA	NA
2508	755732	NA	NA	NA
2509	572547	NA	NA	NA
2510	196894	NA	NA	NA
2511	59374	NA	NA	NA
2512	119060	NA	NA	NA
2513	171551	NA	NA	NA
2514	1783270	NA	NA	NA
2515	515620	NA	NA	NA
2516	32008	NA	NA	NA
2517	314146	NA	NA	NA
2518	526218	NA	NA	NA
2519	878220	NA	NA	NA
2520	1072685	NA	NA	NA
2521	1796997	NA	NA	NA
2522	942513	NA	NA	NA
2523	186817	NA	NA	NA
2524	488223	NA	NA	NA
2525	87882	NA	NA	NA
2526	184250	NA	NA	NA
2527	471854	NA	NA	NA
2528	1257021	NA	NA	NA
2529	700598	NA	NA	NA
2530	1528099	NA	NA	NA
2531	591001	NA	NA	NA
2532	1839799	NA	NA	NA
2533	80864	NA	NA	NA
2534	1790137	NA	NA	NA
2535	59505	NA	NA	NA
2536	1197717	NA	NA	NA
2537	693746	NA	NA	NA
2538	1506553	NA	NA	NA
2539	1986952	NA	NA	NA
2540	313595	NA	NA	NA
2541	1129771	NA	NA	NA
2542	185008	NA	NA	NA
2543	269798	NA	NA	NA
2544	1176587	NA	NA	NA
2545	630588	NA	NA	NA
2546	762903	NA	NA	NA
2547	572544	NA	NA	NA
2548	1727164	NA	NA	NA
2549	561276	NA	NA	NA
2550	516950	NA	NA	NA
2551	170187	NA	NA	NA
2552	926556	NA	NA	NA
2553	862971	NA	NA	NA
2554	1403336	NA	NA	NA
2555	334413	NA	NA	NA
2556	712538	NA	NA	NA
2557	85007	NA	NA	NA
2558	1492737	NA	NA	NA
2559	1702221	NA	NA	NA
2560	862966	NA	NA	NA
2561	1903686	NA	NA	NA
2562	1912216	NA	NA	NA
2563	1234679	NA	NA	NA
2564	484770	NA	NA	NA
2565	1492898	NA	NA	NA
2566	44283	NA	NA	NA
2567	313596	NA	NA	NA
2568	708126	NA	NA	NA
2569	400092	NA	NA	NA
2570	488221	NA	NA	NA
2571	746697	NA	NA	NA
2572	1094466	NA	NA	NA
2573	984262	NA	NA	NA
2574	1850526	NA	NA	NA
2575	1871025	NA	NA	NA
2576	413066	NA	NA	NA
2577	713030	NA	NA	NA
2578	1300914	NA	NA	NA
2579	548479	NA	NA	NA
2580	568816	NA	NA	NA
2581	866536	NA	NA	NA
2582	604162	NA	NA	NA
2583	63186	NA	NA	NA
2584	1424294	NA	NA	NA
2585	699246	NA	NA	NA
2586	1192197	NA	NA	NA
2587	363408	NA	NA	NA
2588	880071	NA	NA	NA
2589	991789	NA	NA	NA
2590	188932	NA	NA	NA
2591	591365	NA	NA	NA
2592	1870984	NA	NA	NA
2593	1643824	NA	NA	NA
2594	633147	NA	NA	NA
2595	1811193	NA	NA	NA
2596	1889813	NA	NA	NA
2597	376686	NA	NA	NA
2598	430522	NA	NA	NA
2599	516051	NA	NA	NA
2600	1736674	NA	NA	NA
2601	669041	NA	NA	NA
2602	122586	NA	NA	NA
2603	643867	NA	NA	NA
2604	655815	NA	NA	NA
2605	1048332	NA	NA	NA
2606	1379870	NA	NA	NA
2607	1852374	NA	NA	NA
2608	243272	NA	NA	NA
2609	617121	NA	NA	NA
2610	990317	NA	NA	NA
2611	1263832	NA	NA	NA
2612	1814128	NA	NA	NA
2613	748280	NA	NA	NA
2614	1229726	NA	NA	NA
2615	1484118	NA	NA	NA
2616	1622118	NA	NA	NA
2617	1805478	NA	NA	NA
2618	89373	NA	NA	NA
2619	1727163	NA	NA	NA
2620	1912795	NA	NA	NA
2621	1936081	NA	NA	NA
2622	481145	NA	NA	NA
2623	644284	NA	NA	NA
2624	862967	NA	NA	NA
2625	869216	NA	NA	NA
2626	157924	NA	NA	NA
2627	929713	NA	NA	NA
2628	1211326	NA	NA	NA
2629	1453352	NA	NA	NA
2630	1222034	NA	NA	NA
2631	1729720	NA	NA	NA
2632	1850246	NA	NA	NA
2633	563835	NA	NA	NA
2634	2747	NA	NA	NA
2635	187101	NA	NA	NA
2636	201174	NA	NA	NA
2637	1834519	NA	NA	NA
2638	386891	NA	NA	NA
2639	1297617	NA	NA	NA
2640	1911586	NA	NA	NA
2641	350688	NA	NA	NA
2642	388950	NA	NA	NA
2643	485917	NA	NA	NA
2644	768706	NA	NA	NA
2645	571915	NA	NA	NA
2646	1258574	NA	NA	NA
2647	1545702	NA	NA	NA
2648	1763534	NA	NA	NA
2649	272559	NA	NA	NA
2650	281310	NA	NA	NA
2651	1160721	NA	NA	NA
2652	512763	NA	NA	NA
2653	880073	NA	NA	NA
2654	691965	NA	NA	NA
2655	935588	NA	NA	NA
2656	96345	NA	NA	NA
2657	292800	NA	NA	NA
2658	886377	NA	NA	NA
2659	1191523	NA	NA	NA
2660	515622	NA	NA	NA
2661	557598	NA	NA	NA
2662	720554	NA	NA	NA
2663	945713	NA	NA	NA
2664	119206	NA	NA	NA
2665	580340	NA	NA	NA
2666	104264	NA	NA	NA
2667	471855	NA	NA	NA
2668	545694	NA	NA	NA
2669	1348662	NA	NA	NA
2670	10116	NA	NA	NA
2671	537457	NA	NA	NA
2672	1411621	NA	NA	NA
2673	1336795	NA	NA	NA
2674	1379910	NA	NA	NA
2675	1834205	NA	NA	NA
2676	34062	NA	NA	NA
2677	553482	NA	NA	NA
2678	1434214	NA	NA	NA
2679	1454006	NA	NA	NA
2680	12333	NA	NA	NA
2681	1336794	NA	NA	NA
2682	128944	NA	NA	NA
2683	1104322	NA	NA	NA
2684	1852373	NA	NA	NA
2685	158190	NA	NA	NA
2686	216432	NA	NA	NA
2687	519472	NA	NA	NA
2688	239935	NA	NA	NA
2689	326319	NA	NA	NA
2690	475178	NA	NA	NA
2691	649777	NA	NA	NA
2692	1286171	NA	NA	NA
2693	1514105	NA	NA	NA
2694	1834198	NA	NA	NA
2695	86661	NA	NA	NA
2696	1117645	NA	NA	NA
2697	1789224	NA	NA	NA
2698	81852	NA	NA	NA
2699	272556	NA	NA	NA
2700	347253	NA	NA	NA
2701	365348	NA	NA	NA
2702	545695	NA	NA	NA
2703	862970	NA	NA	NA
2704	573061	NA	NA	NA
2705	1564681	NA	NA	NA
2706	28035	NA	NA	NA
2707	242619	NA	NA	NA
2708	936154	NA	NA	NA
2709	1536771	NA	NA	NA
2710	890041	NA	NA	NA
2711	1227739	NA	NA	NA
2712	1779382	NA	NA	NA
2713	87541	NA	NA	NA
2714	592029	NA	NA	NA
2715	595494	NA	NA	NA
2716	1712675	NA	NA	NA
2717	213849	NA	NA	NA
2718	563798	NA	NA	NA
2719	1134687	NA	NA	NA
2720	1196095	NA	NA	NA
2721	2005703	NA	NA	NA
2722	218495	NA	NA	NA
2723	1050174	NA	NA	NA
2724	1178516	NA	NA	NA
2725	1431546	NA	NA	NA
2726	293826	NA	NA	NA
2727	313603	NA	NA	NA
2728	525903	NA	NA	NA
2729	573413	NA	NA	NA
2730	754345	NA	NA	NA
2731	931626	NA	NA	NA
2732	935593	NA	NA	NA
2733	1853232	NA	NA	NA
2734	1936080	NA	NA	NA
2735	75682	NA	NA	NA
2736	297352	NA	NA	NA
2737	760011	NA	NA	NA
2738	122587	NA	NA	NA
2739	564064	NA	NA	NA
2740	1306519	NA	NA	NA
2741	61635	NA	NA	NA
2742	72758	NA	NA	NA
2743	379899	NA	NA	NA
2744	1244531	NA	NA	NA
2745	1338011	NA	NA	NA
2746	80865	NA	NA	NA
2747	177437	NA	NA	NA
2748	522306	NA	NA	NA
2749	891968	NA	NA	NA
2750	983544	NA	NA	NA
2751	1007676	NA	NA	NA
2752	1379908	NA	NA	NA
2753	1836467	NA	NA	NA
2754	1912856	NA	NA	NA
2755	31979	NA	NA	NA
2756	1909732	NA	NA	NA
2757	83986	NA	NA	NA
2758	320787	NA	NA	NA
2759	488222	NA	NA	NA
2760	671223	NA	NA	NA
2761	2702	NA	NA	NA
2762	28231	NA	NA	NA
2763	51669	NA	NA	NA
2764	79604	NA	NA	NA
2765	191412	NA	NA	NA
2766	744872	NA	NA	NA
2767	1529069	NA	NA	NA
2768	29341	NA	NA	NA
2769	33910	NA	NA	NA
2770	106589	NA	NA	NA
2771	203492	NA	NA	NA
2772	360107	NA	NA	NA
2773	395495	NA	NA	NA
2774	557723	NA	NA	NA
2775	12916	NA	NA	NA
2776	161492	NA	NA	NA
2777	411154	NA	NA	NA
2778	1128398	NA	NA	NA
2779	1267021	NA	NA	NA
2780	1643826	NA	NA	NA
2781	29343	NA	NA	NA
2782	183963	NA	NA	NA
2783	1032069	NA	NA	NA
2784	1408189	NA	NA	NA
2785	1850252	NA	NA	NA
2786	33986	NA	NA	NA
2787	1209989	NA	NA	NA
2788	1714373	NA	NA	NA
2789	34098	NA	NA	NA
2790	84567	NA	NA	NA
2791	135622	NA	NA	NA
2792	169679	NA	NA	NA
2793	338473	NA	NA	NA
2794	522772	NA	NA	NA
2795	983917	NA	NA	NA
2796	1679444	NA	NA	NA
2797	1911587	NA	NA	NA
2798	452471	NA	NA	NA
2799	754409	NA	NA	NA
2800	981540	NA	NA	NA
2801	1572656	NA	NA	NA
2802	53246	NA	NA	NA
2803	72294	NA	NA	NA
2804	471853	NA	NA	NA
2805	643674	NA	NA	NA
2806	1236179	NA	NA	NA
2807	1356852	NA	NA	NA
2808	1445510	NA	NA	NA
2809	1913577	NA	NA	NA
2810	1944646	NA	NA	NA
2811	33958	NA	NA	NA
2812	68288	NA	NA	NA
2813	1484116	NA	NA	NA
2814	1610493	NA	NA	NA
2815	1971364	NA	NA	NA
2816	47917	NA	NA	NA
2817	93217	NA	NA	NA
2818	205914	NA	NA	NA
2819	635013	NA	NA	NA
2820	688270	NA	NA	NA
2821	996801	NA	NA	NA
2822	1069533	NA	NA	NA
2823	1566990	NA	NA	NA
2824	633807	NA	NA	NA
2825	886293	NA	NA	NA
2826	983548	NA	NA	NA
2827	1069534	NA	NA	NA
2828	1307761	NA	NA	NA
2829	1332264	NA	NA	NA
2830	1469502	NA	NA	NA
2831	1906741	NA	NA	NA
2832	1938604	NA	NA	NA
2833	2742	NA	NA	NA
2834	28221	NA	NA	NA
2835	31989	NA	NA	NA
2836	44000	NA	NA	NA
2837	82985	NA	NA	NA
2838	186828	NA	NA	NA
2839	399497	NA	NA	NA
2840	439235	NA	NA	NA
2841	880070	NA	NA	NA
2842	1224164	NA	NA	NA
2843	1266845	NA	NA	NA
2844	1531429	NA	NA	NA
2845	1756150	NA	NA	NA
2846	10690	NA	NA	NA
2847	86416	NA	NA	NA
2848	172045	NA	NA	NA
2849	748449	NA	NA	NA
2850	1351755	NA	NA	NA
2851	1433287	NA	NA	NA
2852	72763	NA	NA	NA
2853	413882	NA	NA	NA
2854	459349	NA	NA	NA
2855	697281	NA	NA	NA
2856	700015	NA	NA	NA
2857	1904640	NA	NA	NA
2858	10239	NA	NA	NA
2859	128827	NA	NA	NA
2860	177439	NA	NA	NA
2861	292459	NA	NA	NA
2862	452637	NA	NA	NA
2863	550540	NA	NA	NA
2864	1121353	NA	NA	NA
2865	59753	NA	NA	NA
2866	224324	NA	NA	NA
2867	373153	NA	NA	NA
2868	375288	NA	NA	NA
2869	644007	NA	NA	NA
2870	860235	NA	NA	NA
2871	1089553	NA	NA	NA
2872	1340847	NA	NA	NA
2873	1903414	NA	NA	NA
2874	49338	NA	NA	NA
2875	69965	NA	NA	NA
2876	313598	NA	NA	NA
2877	525919	NA	NA	NA
2878	663278	NA	NA	NA
2879	794903	NA	NA	NA
2880	1903704	NA	NA	NA
2881	1909395	NA	NA	NA
2882	358681	NA	NA	NA
2883	521674	NA	NA	NA
2884	555079	NA	NA	NA
2885	640081	NA	NA	NA
2886	645991	NA	NA	NA
2887	1821621	NA	NA	NA
2888	10747	NA	NA	NA
2889	192421	NA	NA	NA
2890	335543	NA	NA	NA
2891	465515	NA	NA	NA
2892	1051074	NA	NA	NA
2893	1141883	NA	NA	NA
2894	1644130	NA	NA	NA
2895	1933220	NA	NA	NA
2896	36745	NA	NA	NA
2897	204037	NA	NA	NA
2898	526222	NA	NA	NA
2899	537874	NA	NA	NA
2900	871968	NA	NA	NA
2901	1007105	NA	NA	NA
2902	1211417	NA	NA	NA
2903	1774273	NA	NA	NA
2904	28890	NA	NA	NA
2905	57665	NA	NA	NA
2906	158189	NA	NA	NA
2907	159087	NA	NA	NA
2908	196164	NA	NA	NA
