TaxID	Kraken	Kaiju	CLARK
991	1785995	NA	1	NA
992	1785995	NA	NA	NA
993	179	NA	1	NA
994	179	NA	NA	NA
995	1790137	NA	3	NA
996	1790137	NA	NA	NA
997	1792032	NA	1	NA
998	1792032	NA	NA	NA
999	1792307	NA	1	NA
1000	1792307	NA	NA	NA
1001	179408	NA	2	NA
1002	179408	NA	NA	NA
1003	1795043	NA	2	NA
1004	1795043	NA	NA	NA
1005	1795631	NA	1	NA
1006	1795631	NA	NA	NA
1007	179636	NA	1	NA
1008	179636	NA	NA	NA
1009	1796613	NA	1	NA
1010	1796613	NA	NA	NA
1011	18	NA	NA	NA
1012	180	NA	NA	NA
1013	1804	NA	2	NA
1014	1804	NA	NA	NA
1015	1805457	NA	1	NA
1016	1805457	NA	NA	NA
1017	1805714	4882	NA	NA
1018	1805714	NA	298	NA
1019	1805714	NA	NA	483
1020	1805714	NA	NA	NA
1021	181	NA	NA	NA
1022	1810504	NA	1	NA
1023	1810504	NA	NA	NA
1024	1812480	NA	1	NA
1025	1812480	NA	NA	NA
1026	1813	NA	1	NA
1027	1813	NA	NA	NA
1028	182	NA	NA	NA
1029	1822464	NA	3	NA
1030	1822464	NA	NA	NA
1031	182337	43	NA	NA
1032	182337	NA	NA	44
1033	182337	NA	NA	NA
1034	1823759	NA	2	NA
1035	1823759	NA	NA	NA
1036	1827	NA	3	NA
1037	1827	NA	NA	NA
1038	183	NA	NA	NA
1039	1834198	NA	1	NA
1040	1834198	NA	NA	NA
1041	1834519	NA	1	NA
1042	1834519	NA	NA	NA
1043	1838286	NA	5	NA
1044	1838286	NA	NA	NA
1045	1839801	NA	1	NA
1046	1839801	NA	NA	NA
1047	184	NA	NA	NA
1048	184064	NA	NA	1
1049	1841863	NA	3	NA
1050	1841863	NA	NA	NA
1051	1842532	NA	1	NA
1052	1842532	NA	NA	NA
1053	1842535	NA	1	NA
1054	1842535	NA	NA	NA
1055	1847	NA	2	NA
1056	1847	NA	NA	NA
1057	1849032	NA	6	NA
1058	1849032	NA	NA	6
1059	1849032	NA	NA	NA
1060	185	NA	NA	NA
1061	1850250	NA	1	NA
1062	1850250	NA	NA	2
1063	1850250	NA	NA	NA
1064	1850526	NA	3	NA
1065	1850526	NA	NA	NA
1066	1852377	NA	1	NA
1067	1852377	NA	NA	2
1068	1852377	NA	NA	NA
1069	1853232	NA	2	NA
1070	1853232	NA	NA	NA
1071	1855519	NA	1	NA
1072	1855519	NA	NA	NA
1073	186	NA	NA	NA
1074	1860099	NA	1	NA
1075	1860099	NA	NA	NA
1076	1863008	15	NA	NA
1077	1863008	NA	NA	NA
1078	186802	NA	4	NA
1079	186802	NA	NA	NA
1080	186807	NA	1	NA
1081	186807	NA	NA	NA
1082	186817	NA	2	NA
1083	186817	NA	NA	NA
1084	187	NA	NA	NA
1085	1870984	NA	NA	1
1086	1873990	NA	1	NA
1087	1873990	NA	NA	NA
1088	187493	NA	1	NA
1089	187493	NA	NA	NA
1090	1879023	NA	1	NA
1091	1879023	NA	NA	NA
1092	188	NA	NA	NA
1093	1883	NA	12	NA
1094	1883	NA	NA	NA
1095	1883416	NA	2	NA
1096	1883416	NA	NA	NA
1097	1888	NA	1	NA
1098	1888	NA	NA	NA
1099	1889	NA	1	NA
1100	1889	NA	NA	NA
1101	1889813	NA	1	NA
1102	1889813	NA	NA	NA
1103	189	NA	NA	NA
1104	1890424	NA	1	NA
1105	1890424	NA	NA	NA
1106	1890426	NA	1	NA
1107	1890426	NA	NA	NA
1108	1891280	NA	2	NA
1109	1891280	NA	NA	NA
1110	1891926	NA	33191	NA
1111	1891926	NA	NA	NA
1112	1896196	NA	2	NA
1113	1896196	NA	NA	NA
1114	19	NA	NA	NA
1115	190	NA	NA	NA
1116	1903266	NA	1	NA
1117	1903266	NA	NA	NA
1118	1903411	NA	4	NA
1119	1903411	NA	NA	NA
1120	1903412	NA	1	NA
1121	1903412	NA	NA	NA
1122	1904640	NA	2	NA
1123	1904640	NA	NA	NA
1124	1905730	NA	NA	2
1125	1906246	NA	1	NA
1126	1906246	NA	NA	NA
1127	190650	NA	1	NA
1128	190650	NA	NA	NA
1129	1906738	NA	3	NA
1130	1906738	NA	NA	NA
1131	1907	NA	2	NA
1132	1907	NA	NA	NA
1133	190893	NA	1	NA
1134	190893	NA	NA	NA
1135	1909395	NA	1	NA
1136	1909395	NA	NA	NA
1137	1909732	NA	1	NA
1138	1909732	NA	NA	NA
1139	191	NA	1	NA
1140	191	NA	NA	NA
1141	1910951	NA	1	NA
1142	1910951	NA	NA	NA
1143	1912	NA	3	NA
1144	1912	NA	NA	NA
1145	1913578	NA	1	NA
1146	1913578	NA	NA	NA
1147	191412	NA	1	NA
1148	191412	NA	NA	NA
1149	1915078	NA	1	NA
1150	1915078	NA	NA	NA
1151	1916956	NA	NA	1
1152	192	NA	1	NA
1153	192	NA	NA	NA
1154	1920667	NA	1	NA
1155	1920667	NA	NA	NA
1156	1920883	NA	1	NA
1157	1920883	NA	NA	NA
1158	1921421	NA	1	NA
1159	1921421	NA	NA	NA
1160	1921510	NA	1	NA
1161	1921510	NA	NA	NA
1162	1922217	NA	NA	1
1163	1922348	NA	24	NA
1164	1922348	NA	NA	NA
1165	1922377	NA	5	NA
1166	1922377	NA	NA	NA
1167	1922433	NA	1067	NA
1168	1922433	NA	NA	NA
1169	1922483	NA	1	NA
1170	1922483	NA	NA	NA
1171	1923235	NA	9	NA
1172	1923235	NA	NA	NA
1173	1923236	NA	1	NA
1174	1923236	NA	NA	NA
1175	1923237	NA	6	NA
1176	1923237	NA	NA	NA
1177	1923467	NA	290	NA
1178	1923467	NA	NA	NA
1179	1923482	NA	4	NA
1180	1923482	NA	NA	NA
1181	1923484	NA	10	NA
1182	1923484	NA	NA	NA
1183	1923737	NA	4	NA
1184	1923737	NA	NA	NA
1185	193	NA	NA	NA
1186	1933191	16	NA	NA
1187	1933191	NA	NA	NA
1188	1933880	NA	1	NA
1189	1933880	NA	NA	1
1190	1933880	NA	NA	NA
1191	1933904	NA	1	NA
1192	1933904	NA	NA	NA
1193	1936080	NA	1	NA
1194	1936080	NA	NA	NA
1195	1936081	NA	1	NA
1196	1936081	NA	NA	NA
1197	1938604	NA	1	NA
1198	1938604	NA	NA	NA
1199	1938605	NA	1	NA
1200	1938605	NA	NA	NA
1201	1938606	NA	1	NA
1202	1938606	NA	NA	NA
1203	1938607	NA	1	NA
1204	1938607	NA	NA	NA
1205	194	NA	2	NA
1206	194	NA	NA	NA
1207	1940	NA	1	NA
1208	1940	NA	NA	NA
1209	1940555	NA	1	NA
1210	1940555	NA	NA	NA
1211	1944646	NA	NA	1
1212	1945662	NA	1	NA
1213	1945662	NA	NA	NA
1214	194963	NA	1	NA
1215	194963	NA	NA	NA
1216	195	NA	NA	NA
1217	195253	40	NA	NA
1218	195253	NA	NA	40
1219	195253	NA	NA	NA
1220	196	71	NA	NA
1221	196	NA	NA	410
1222	196	NA	NA	NA
1223	196117	NA	1	NA
1224	196117	NA	NA	NA
1225	196118	NA	1	NA
1226	196118	NA	NA	NA
1227	1963360	NA	2	NA
1228	1963360	NA	NA	NA
1229	197	163	NA	NA
1230	197	NA	NA	571
1231	197	NA	NA	NA
1232	1971364	NA	1	NA
1233	1971364	NA	NA	NA
1234	197221	NA	4	NA
1235	197221	NA	NA	NA
1236	1978339	NA	46	NA
1237	1978339	NA	NA	NA
1238	1978566	NA	2	NA
1239	1978566	NA	NA	NA
1240	198	NA	NA	NA
1241	1980410	NA	1	NA
1242	1980410	NA	NA	NA
1243	1985873	39	NA	NA
1244	1985873	NA	NA	NA
1245	1986204	NA	1	NA
1246	1986204	NA	NA	NA
1247	1986952	NA	NA	1
1248	199	NA	NA	NA
1249	2	NA	213	NA
1250	2	NA	NA	NA
1251	20	NA	NA	NA
1252	200	NA	NA	NA
1253	2005703	NA	NA	1
1254	200644	NA	1	NA
1255	200644	NA	NA	NA
1256	201	NA	NA	NA
1257	201174	NA	1	NA
1258	201174	NA	NA	NA
1259	2014	NA	2	NA
1260	2014	NA	NA	NA
1261	202	NA	NA	NA
1262	203	NA	NA	NA
1263	203122	NA	3	NA
1264	203122	NA	NA	NA
1265	203124	NA	5	NA
1266	203124	NA	NA	NA
1267	204	NA	NA	NA
1268	2041	NA	47	NA
1269	2041	NA	NA	NA
1270	204457	NA	2	NA
1271	204457	NA	NA	NA
1272	204669	NA	2	NA
1273	204669	NA	NA	NA
1274	204773	NA	2	NA
1275	204773	NA	NA	NA
1276	205	NA	NA	NA
1277	2053	NA	1	NA
1278	2053	NA	NA	NA
1279	2054	NA	NA	2
1280	206	NA	NA	NA
1281	207	NA	NA	NA
1282	208	NA	NA	NA
1283	208013	NA	2	NA
1284	208013	NA	NA	NA
1285	208216	NA	NA	1
1286	208223	NA	NA	2
1287	208439	NA	2	NA
1288	208439	NA	NA	NA
1289	208596	NA	1	NA
1290	208596	NA	NA	NA
1291	208962	NA	1	NA
1292	208962	NA	NA	NA
1293	209	NA	NA	NA
1294	2093	NA	2	NA
1295	2093	NA	NA	NA
1296	2094	87	NA	NA
1297	2094	NA	5	NA
1298	2094	NA	NA	87
1299	2094	NA	NA	NA
1300	2097	NA	1	NA
1301	2097	NA	NA	NA
1302	2099	NA	NA	1
1303	21	NA	NA	NA
1304	210	NA	4	NA
1305	210	NA	NA	1
1306	210	NA	NA	NA
1307	2104	NA	1	NA
1308	2104	NA	NA	1
1309	2104	NA	NA	NA
1310	2105	NA	NA	1
1311	2109	NA	1	NA
1312	2109	NA	NA	NA
1313	211	NA	NA	NA
1314	212	NA	NA	NA
1315	212035	NA	1	NA
1316	212035	NA	NA	1
1317	212035	NA	NA	NA
1318	212767	NA	1	NA
1319	212767	NA	NA	NA
1320	213	NA	NA	NA
1321	2132	NA	1	NA
1322	2132	NA	NA	NA
1323	213849	NA	1	NA
1324	213849	NA	NA	NA
1325	214	NA	NA	NA
1326	215	NA	NA	NA
1327	215689	NA	NA	1
1328	2157	NA	5	NA
1329	2157	NA	NA	NA
1330	216	NA	NA	NA
1331	2160	NA	1	NA
1332	2160	NA	NA	NA
1333	216942	NA	2	NA
1334	216942	NA	NA	NA
1335	217	NA	NA	NA
1336	2172	NA	1	NA
1337	2172	NA	NA	NA
1338	218	NA	NA	NA
1339	2182	NA	1	NA
1340	2182	NA	NA	NA
1341	2184	NA	1	NA
1342	2184	NA	NA	NA
1343	219	NA	NA	NA
1344	2194	NA	561	NA
1345	2194	NA	NA	NA
1346	22	NA	6	NA
1347	22	NA	NA	NA
1348	220	NA	NA	NA
1349	2206	NA	1	NA
1350	2206	NA	NA	NA
1351	2207	NA	12	NA
1352	2207	NA	NA	NA
1353	221	NA	NA	NA
1354	221988	NA	1	NA
1355	221988	NA	NA	NA
1356	222	NA	NA	NA
1357	222136	NA	1	NA
1358	222136	NA	NA	NA
1359	222557	NA	2	NA
1360	222557	NA	NA	NA
1361	223	NA	NA	NA
1362	2237	NA	5	NA
1363	2237	NA	NA	NA
1364	2239	NA	1	NA
1365	2239	NA	NA	NA
1366	224	NA	NA	NA
1367	224756	NA	1	NA
1368	224756	NA	NA	NA
1369	2249	NA	2	NA
1370	2249	NA	NA	NA
1371	225	NA	NA	NA
1372	2251	NA	1	NA
1373	2251	NA	NA	NA
1374	225992	NA	NA	13
1375	226	NA	4	NA
1376	226	NA	NA	NA
1377	2261	NA	1	NA
1378	2261	NA	NA	NA
1379	2263	NA	2	NA
1380	2263	NA	NA	NA
1381	2267	NA	2	NA
1382	2267	NA	NA	NA
1383	227	NA	NA	NA
1384	227290	NA	2	NA
1385	227290	NA	NA	NA
1386	227882	NA	1	NA
1387	227882	NA	NA	NA
1388	228	NA	NA	NA
1389	228400	NA	1	NA
1390	228400	NA	NA	NA
1391	228410	NA	1	NA
1392	228410	NA	NA	NA
1393	229	NA	NA	NA
1394	23	NA	NA	NA
1395	230	NA	NA	NA
1396	230089	NA	1	NA
1397	230089	NA	NA	NA
1398	231	NA	NA	NA
1399	232	NA	NA	NA
1400	233	NA	NA	NA
1401	2335	NA	2	NA
1402	2335	NA	NA	NA
1403	234	NA	NA	NA
1404	234267	NA	2	NA
1405	234267	NA	NA	NA
1406	234612	NA	4	NA
1407	234612	NA	NA	NA
1408	234827	NA	NA	2
1409	235	NA	NA	2
1410	235	NA	NA	NA
1411	235266	NA	1	NA
1412	235266	NA	NA	NA
1413	236	NA	NA	NA
1414	237	NA	2	NA
1415	237	NA	NA	NA
1416	2371	NA	NA	2
1417	238	NA	1	NA
1418	238	NA	NA	NA
1419	239	NA	NA	NA
1420	239935	NA	1	NA
1421	239935	NA	NA	NA
1422	24	NA	NA	NA
1423	240	NA	NA	NA
1424	241	NA	NA	NA
1425	242	NA	NA	NA
1426	2420	NA	1	NA
1427	2420	NA	NA	NA
1428	243	NA	NA	NA
1429	243090	NA	1	NA
1430	243090	NA	NA	NA
1431	243233	NA	7	NA
1432	243233	NA	NA	NA
1433	243265	NA	1	NA
1434	243265	NA	NA	NA
1435	243277	NA	1	NA
1436	243277	NA	NA	NA
1437	243899	NA	NA	1
1438	244	NA	NA	NA
1439	245	NA	NA	NA
1440	246	NA	NA	NA
1441	246195	NA	3	NA
1442	246195	NA	NA	NA
1443	246197	NA	1	NA
1444	246197	NA	NA	NA
1445	246273	31	NA	NA
1446	246273	NA	1	NA
1447	246273	NA	NA	85
1448	246273	NA	NA	NA
1449	247	NA	NA	NA
1450	247156	NA	1	NA
1451	247156	NA	NA	NA
1452	248	NA	NA	NA
1453	249	NA	NA	NA
1454	25	NA	NA	NA
1455	250	NA	NA	NA
1456	251221	NA	2	NA
1457	251221	NA	NA	NA
1458	251535	NA	NA	101
1459	251698	NA	1	NA
1460	251698	NA	NA	NA
1461	251749	NA	1	NA
1462	251749	NA	NA	NA
1463	252514	NA	1	NA
1464	252514	NA	NA	NA
1465	253245	246	NA	NA
1466	253245	NA	NA	241
1467	253245	NA	NA	NA
1468	257708	NA	1	NA
1469	257708	NA	NA	2
1470	257708	NA	NA	NA
1471	26	NA	NA	NA
1472	260149	NA	1	NA
1473	260149	NA	NA	NA
1474	261164	NA	1	NA
1475	261164	NA	NA	NA
1476	261292	NA	1	NA
1477	261292	NA	NA	NA
1478	261317	NA	1	NA
1479	261317	NA	NA	NA
1480	262	NA	1	NA
1481	262	NA	NA	NA
1482	262177	NA	1	NA
1483	262177	NA	NA	NA
1484	263358	NA	5	NA
1485	263358	NA	NA	NA
1486	263819	NA	1	NA
1487	263819	NA	NA	NA
1488	264198	NA	5	NA
1489	264198	NA	NA	NA
1490	264697	NA	2	NA
1491	264697	NA	NA	NA
1492	265072	NA	4	NA
1493	265072	NA	NA	NA
1494	266264	NA	1	NA
1495	266264	NA	NA	NA
1496	269798	NA	3	NA
1497	269798	NA	NA	NA
1498	269799	NA	3	NA
1499	269799	NA	NA	NA
1500	27	NA	NA	NA
1501	270	NA	11	NA
1502	270	NA	NA	NA
1503	272123	NA	2	NA
1504	272123	NA	NA	NA
1505	2724	NA	NA	13
1506	272624	NA	162	NA
1507	272624	NA	NA	NA
1508	272633	NA	2	NA
1509	272633	NA	NA	NA
1510	272942	NA	1	NA
1511	272942	NA	NA	NA
1512	272944	NA	1	NA
1513	272944	NA	NA	NA
1514	273116	NA	1	NA
1515	273116	NA	NA	NA
1516	2742	NA	1	NA
1517	2742	NA	NA	NA
1518	2745	NA	1	NA
1519	2745	NA	NA	NA
1520	2747	NA	1	NA
1521	2747	NA	NA	NA
1522	278992	NA	1	NA
1523	278992	NA	NA	NA
1524	279113	NA	1	NA
1525	279113	NA	NA	NA
1526	279238	NA	1	NA
1527	279238	NA	NA	NA
1528	28	NA	NA	NA
1529	28072	NA	1	NA
1530	28072	NA	NA	NA
1531	281309	NA	483	NA
1532	281309	NA	NA	NA
1533	28131	NA	3	NA
1534	28131	NA	NA	NA
1535	28173	NA	1	NA
1536	28173	NA	NA	NA
1537	28209	NA	3	NA
1538	28209	NA	NA	NA
1539	28211	NA	132	NA
1540	28211	NA	NA	NA
1541	28216	NA	1	NA
1542	28216	NA	NA	NA
1543	28221	NA	1	NA
1544	28221	NA	NA	NA
1545	28223	NA	NA	1
1546	28231	NA	1	NA
1547	28231	NA	NA	NA
1548	28258	NA	1	NA
1549	28258	NA	NA	NA
1550	283686	NA	NA	2
1551	283734	NA	1	NA
1552	283734	NA	NA	NA
1553	283811	NA	NA	2
1554	28447	NA	4	NA
1555	28447	NA	NA	NA
1556	28450	NA	NA	1
1557	28452	NA	NA	1
1558	28453	NA	1	NA
1559	28453	NA	NA	NA
1560	286	NA	9	NA
1561	286	NA	NA	NA
1562	287	NA	4	NA
1563	287	NA	NA	NA
1564	28890	NA	39	NA
1565	28890	NA	NA	NA
1566	28898	NA	4	NA
1567	28898	NA	NA	NA
1568	28901	6664	NA	NA
1569	28901	NA	NA	12
1570	28901	NA	NA	NA
1571	289376	NA	3	NA
1572	289376	NA	NA	NA
1573	29	NA	NA	NA
1574	290317	NA	1	NA
1575	290317	NA	NA	NA
1576	290340	NA	1	NA
1577	290340	NA	NA	NA
1578	290399	NA	3	NA
1579	290399	NA	NA	7
1580	290399	NA	NA	NA
1581	290402	NA	1	NA
1582	290402	NA	NA	NA
1583	292459	NA	1	NA
1584	292459	NA	NA	NA
1585	292564	NA	2	NA
1586	292564	NA	NA	NA
1587	29263	NA	1	NA
1588	29263	NA	NA	NA
1589	292800	NA	1	NA
1590	292800	NA	NA	NA
1591	292913	NA	1	NA
1592	292913	NA	NA	NA
1593	293091	NA	1	NA
1594	293091	NA	NA	NA
1595	29320	NA	1	NA
1596	29320	NA	NA	NA
1597	29341	NA	1	NA
1598	29341	NA	NA	NA
1599	293614	NA	1	NA
1600	293614	NA	NA	NA
1601	294	NA	3	NA
1602	294	NA	NA	NA
1603	29405	NA	NA	1
1604	294671	NA	1	NA
1605	294671	NA	NA	NA
1606	294699	NA	NA	1
1607	29485	NA	2	NA
1608	29485	NA	NA	NA
1609	29486	NA	NA	4
1610	29487	NA	1	NA
1611	29487	NA	NA	NA
1612	29501	NA	NA	1
1613	29547	NA	2	NA
1614	29547	NA	NA	NA
1615	29549	NA	1	NA
1616	29549	NA	NA	NA
1617	29555	NA	NA	1
1618	296591	NA	1	NA
1619	296591	NA	NA	NA
1620	298653	NA	1	NA
1621	298653	NA	NA	NA
1622	298654	NA	2	NA
1623	298654	NA	NA	NA
1624	299262	NA	1	NA
1625	299262	NA	NA	NA
1626	3	NA	NA	NA
1627	30	NA	NA	NA
1628	302912	NA	1	NA
1629	302912	NA	NA	NA
1630	303	NA	3	NA
1631	303	NA	NA	NA
1632	305	NA	1	NA
1633	305	NA	NA	NA
1634	306537	NA	1	NA
1635	306537	NA	NA	NA
1636	308754	NA	1	NA
1637	308754	NA	NA	NA
1638	308865	NA	1	NA
1639	308865	NA	NA	NA
1640	309798	NA	1	NA
1641	309798	NA	NA	NA
1642	309801	NA	1	NA
1643	309801	NA	NA	NA
1644	31	NA	1	NA
1645	31	NA	NA	NA
1646	314146	NA	5876	NA
1647	314146	NA	NA	NA
1648	314225	NA	1	NA
1649	314225	NA	NA	NA
1650	314260	NA	1	NA
1651	314260	NA	NA	NA
1652	314275	277	NA	NA
1653	314275	NA	NA	274
1654	314275	NA	NA	NA
1655	315456	NA	3	NA
1656	315456	NA	NA	NA
1657	316055	NA	1	NA
1658	316055	NA	NA	NA
1659	316058	NA	2	NA
1660	316058	NA	NA	NA
1661	316067	NA	1	NA
1662	316067	NA	NA	NA
1663	316279	NA	1	NA
1664	316279	NA	NA	NA
1665	317	NA	1	NA
1666	317	NA	NA	NA
1667	318835	NA	1	NA
1668	318835	NA	NA	NA
1669	319224	NA	1	NA
1670	319224	NA	NA	NA
1671	319225	NA	2	NA
1672	319225	NA	NA	NA
1673	319236	NA	2	NA
1674	319236	NA	NA	NA
1675	31958	NA	1	NA
1676	31958	NA	NA	NA
1677	31979	NA	1	NA
1678	31979	NA	NA	NA
1679	31989	NA	9	NA
1680	31989	NA	NA	NA
1681	319938	NA	NA	2
1682	32	NA	1	NA
1683	32	NA	NA	NA
1684	32008	NA	4	NA
1685	32008	NA	NA	NA
1686	32033	NA	2	NA
1687	32033	NA	NA	NA
1688	32051	NA	3	NA
1689	32051	NA	NA	NA
1690	32054	NA	NA	1
1691	320787	NA	5	NA
1692	320787	NA	NA	NA
1693	321327	NA	1	NA
1694	321327	NA	NA	NA
1695	321332	NA	2	NA
1696	321332	NA	NA	NA
1697	322019	NA	17	NA
1698	322019	NA	NA	NA
1699	323259	NA	1	NA
1700	323259	NA	NA	NA
1701	323415	NA	NA	3
1702	323449	NA	2	NA
1703	323449	NA	NA	NA
1704	325348	NA	1	NA
1705	325348	NA	NA	NA
1706	326424	NA	2	NA
1707	326424	NA	NA	NA
1708	328615	NA	4	NA
1709	328615	NA	NA	NA
1710	329	NA	1	NA
1711	329	NA	NA	NA
1712	33	NA	NA	NA
1713	33071	NA	2	NA
1714	33071	NA	NA	NA
1715	330734	NA	NA	1
1716	331104	NA	1	NA
1717	331104	NA	NA	NA
1718	331113	NA	3	NA
1719	331113	NA	NA	NA
1720	334380	NA	1	NA
1721	334380	NA	NA	NA
1722	335543	NA	8	NA
1723	335543	NA	NA	NA
1724	335659	NA	1	NA
1725	335659	NA	NA	NA
1726	335929	NA	3	NA
1727	335929	NA	NA	NA
1728	338	NA	1	NA
1729	338	NA	NA	NA
1730	338190	NA	1	NA
1731	338190	NA	NA	NA
1732	338191	NA	1	NA
1733	338191	NA	NA	NA
1734	338565	NA	NA	6
1735	33882	NA	1	NA
1736	33882	NA	NA	NA
1737	33888	NA	1	NA
1738	33888	NA	NA	NA
1739	33934	NA	1	NA
1740	33934	NA	NA	NA
1741	33959	NA	NA	1
1742	33989	NA	2	NA
1743	33989	NA	NA	75
1744	33989	NA	NA	NA
1745	33990	884	NA	NA
1746	33990	NA	3	NA
1747	33990	NA	NA	869
1748	33990	NA	NA	NA
1749	33991	NA	NA	5
1750	33992	NA	7	NA
1751	33992	NA	NA	5
1752	33992	NA	NA	NA
1753	34	NA	NA	NA
1754	34020	NA	NA	1
1755	34021	NA	NA	1
1756	34037	NA	2	NA
1757	34037	NA	NA	NA
1758	34062	NA	1	NA
1759	34062	NA	NA	NA
1760	34085	NA	1	NA
1761	34085	NA	NA	NA
1762	34098	NA	1	NA
1763	34098	NA	NA	NA
1764	343509	NA	1	NA
1765	343509	NA	NA	NA
1766	347208	NA	1	NA
1767	347208	NA	NA	NA
1768	347209	NA	1	NA
1769	347209	NA	NA	NA
1770	347213	NA	2	NA
1771	347213	NA	NA	NA
1772	349102	NA	1	NA
1773	349102	NA	NA	NA
1774	349124	NA	4	NA
1775	349124	NA	NA	NA
1776	349161	NA	1	NA
1777	349161	NA	NA	NA
1778	349221	NA	NA	1
1779	349521	NA	2	NA
1780	349521	NA	NA	NA
1781	35	NA	NA	NA
1782	350688	NA	1	NA
1783	350688	NA	NA	NA
1784	351160	NA	1	NA
1785	351160	NA	NA	NA
1786	351627	NA	1	NA
1787	351627	NA	NA	NA
1788	351671	NA	NA	1
1789	35237	NA	4	NA
1790	35237	NA	NA	NA
1791	35304	NA	1	NA
1792	35304	NA	NA	NA
1793	35312	NA	1	NA
1794	35312	NA	NA	NA
1795	35554	NA	1	NA
1796	35554	NA	NA	NA
1797	356	NA	13	NA
1798	356	NA	NA	NA
1799	357	NA	1	NA
1800	357	NA	NA	NA
1801	357244	NA	1	NA
1802	357244	NA	NA	NA
1803	35746	NA	1	NA
1804	35746	NA	NA	NA
1805	357804	NA	10	NA
1806	357804	NA	NA	NA
1807	357809	NA	1	NA
1808	357809	NA	NA	NA
1809	35791	NA	NA	1
1810	35794	372	NA	NA
1811	35794	NA	NA	367
1812	35794	NA	NA	NA
1813	35795	146	NA	NA
1814	35795	NA	NA	155
1815	35795	NA	NA	NA
1816	359	NA	NA	1
1817	36	NA	NA	NA
1818	360911	NA	2	NA
1819	360911	NA	NA	NA
1820	361575	33	NA	NA
1821	361575	NA	NA	32
1822	361575	NA	NA	NA
1823	362257	NA	1	NA
1824	362257	NA	NA	NA
1825	362837	NA	NA	2
1826	363408	NA	1	NA
1827	363408	NA	NA	NA
1828	36403	NA	1	NA
1829	36403	NA	NA	NA
1830	364410	NA	4	NA
1831	364410	NA	NA	NA
1832	364745	100526	NA	NA
1833	364745	NA	29622	NA
1834	364745	NA	NA	NA
1835	365044	NA	1	NA
1836	365044	NA	NA	NA
1837	367189	NA	NA	8
1838	367190	NA	1	NA
1839	367190	NA	NA	NA
1840	36805	NA	1	NA
1841	36805	NA	NA	NA
1842	368408	NA	1	NA
1843	368408	NA	NA	NA
1844	36853	NA	1	NA
1845	36853	NA	NA	NA
1846	37	NA	NA	NA
1847	370323	NA	NA	21
1848	37332	NA	2	NA
1849	37332	NA	NA	NA
1850	373903	NA	1	NA
1851	373903	NA	NA	NA
1852	374	NA	1	NA
1853	374	NA	NA	NA
1854	374840	8544	NA	NA
1855	374840	NA	290	NA
1856	374840	NA	NA	NA
1857	374847	NA	2	NA
1858	374847	NA	NA	NA
1859	375175	NA	1	NA
1860	375175	NA	NA	6
1861	375175	NA	NA	NA
1862	376489	NA	1	NA
1863	376489	NA	NA	NA
1864	376686	NA	1	NA
1865	376686	NA	NA	NA
1866	377629	NA	4	NA
1867	377629	NA	NA	NA
1868	378753	NA	2	NA
1869	378753	NA	NA	NA
1870	378806	NA	1	NA
1871	378806	NA	NA	NA
1872	379	NA	1	NA
1873	379	NA	NA	NA
1874	37919	NA	NA	1
1875	37927	NA	1	NA
1876	37927	NA	NA	1
1877	37927	NA	NA	NA
1878	38	NA	NA	NA
1879	380021	NA	1	NA
1880	380021	NA	NA	NA
1881	381	NA	1	NA
1882	381	NA	NA	NA
1883	381666	NA	1	NA
1884	381666	NA	NA	NA
1885	381764	NA	10	NA
1886	381764	NA	NA	NA
1887	382	NA	1	NA
1888	382	NA	NA	NA
1889	383372	NA	2	NA
1890	383372	NA	NA	NA
1891	384	NA	1	NA
1892	384	NA	NA	NA
1893	384616	NA	1	NA
1894	384616	NA	NA	NA
1895	386487	NA	NA	191
1896	389348	NA	1	NA
1897	389348	NA	NA	NA
1898	38986	NA	NA	2
1899	39	NA	NA	NA
1900	39152	NA	1	NA
1901	39152	NA	NA	NA
1902	391616	NA	1	NA
1903	391616	NA	NA	NA
1904	392500	NA	2	NA
1905	392500	NA	NA	NA
1906	39420	NA	2	NA
1907	39420	NA	NA	NA
1908	394221	NA	2	NA
1909	394221	NA	NA	NA
1910	395492	NA	1	NA
1911	395492	NA	NA	NA
1912	395494	NA	2	NA
1913	395494	NA	NA	NA
1914	395495	NA	2	NA
1915	395495	NA	NA	NA
1916	395961	NA	336	NA
1917	395961	NA	NA	NA
1918	395965	NA	1	NA
1919	395965	NA	NA	NA
1920	396	NA	1	NA
1921	396	NA	NA	NA
1922	39766	30	NA	NA
1923	39766	NA	NA	30
1924	39766	NA	NA	NA
1925	398511	NA	1	NA
1926	398511	NA	NA	NA
1927	398580	NA	2	NA
1928	398580	NA	NA	NA
1929	398767	NA	1	NA
1930	398767	NA	NA	NA
1931	399	NA	1	NA
1932	399	NA	NA	NA
1933	399320	NA	1	NA
1934	399320	NA	NA	NA
1935	39950	NA	1	NA
1936	39950	NA	NA	NA
1937	399550	NA	1	NA
1938	399550	NA	NA	NA
1939	399742	NA	NA	2
1940	4	NA	NA	NA
1941	40	NA	NA	NA
1942	401053	NA	1	NA
1943	401053	NA	NA	NA
1944	40323	NA	3	NA
1945	40323	NA	NA	NA
1946	403833	NA	2	NA
1947	403833	NA	NA	NA
1948	404380	NA	1	NA
1949	404380	NA	NA	NA
1950	404589	NA	3	NA
1951	404589	NA	NA	NA
1952	405212	NA	NA	28
