TaxID	Kraken	Kaiju	CLARK
3305	1486991	NA	NA	1
3306	1487	NA	NA	NA
3307	1487956	10	NA	NA
3308	1487956	NA	22	NA
3309	1487956	NA	NA	6
3310	1487956	NA	NA	NA
3311	1488	15	NA	NA
3312	1488	NA	64	NA
3313	1488	NA	NA	14
3314	1488	NA	NA	NA
3315	148814	11	NA	NA
3316	148814	NA	29	NA
3317	148814	NA	NA	8
3318	148814	NA	NA	NA
3319	1489	NA	NA	NA
3320	149	NA	NA	NA
3321	1490	NA	NA	NA
3322	1491	58	NA	NA
3323	1491	NA	109	NA
3324	1491	NA	NA	70
3325	1491	NA	NA	NA
3326	1492	15	NA	NA
3327	1492	NA	99	NA
3328	1492	NA	NA	19
3329	1492	NA	NA	NA
3330	1492737	26	NA	NA
3331	1492737	NA	137	NA
3332	1492737	NA	NA	30
3333	1492737	NA	NA	NA
3334	1492898	10	NA	NA
3335	1492898	NA	142	NA
3336	1492898	NA	NA	13
3337	1492898	NA	NA	NA
3338	1493	22	NA	NA
3339	1493	NA	NA	23
3340	1493	NA	NA	NA
3341	1493512	NA	1	NA
3342	1493512	NA	NA	NA
3343	1494	NA	NA	NA
3344	1494608	NA	18	NA
3345	1494608	NA	NA	10
3346	1494608	NA	NA	NA
3347	1495	NA	NA	NA
3348	1495067	NA	2	NA
3349	1495067	NA	NA	NA
3350	1495144	NA	18	NA
3351	1495144	NA	NA	NA
3352	1495336	NA	1	NA
3353	1495336	NA	NA	NA
3354	149539	NA	1	NA
3355	149539	NA	NA	NA
3356	1495769	NA	1	NA
3357	1495769	NA	NA	1
3358	1495769	NA	NA	NA
3359	1496	86	NA	NA
3360	1496	NA	255	NA
3361	1496	NA	NA	108
3362	1496	NA	NA	NA
3363	149698	NA	32	NA
3364	149698	NA	NA	NA
3365	1497	12	NA	NA
3366	1497	NA	36	NA
3367	1497	NA	NA	11
3368	1497	NA	NA	NA
3369	1498	NA	NA	NA
3370	1498500	NA	2	NA
3371	1498500	NA	NA	NA
3372	1499	NA	NA	NA
3373	1499392	NA	46	NA
3374	1499392	NA	NA	NA
3375	15	NA	NA	NA
3376	150	NA	NA	NA
3377	1500	NA	NA	NA
3378	150055	NA	NA	1
3379	1500686	NA	4	NA
3380	1500686	NA	NA	NA
3381	1500687	NA	1	NA
3382	1500687	NA	NA	1
3383	1500687	NA	NA	NA
3384	1500713	NA	1	NA
3385	1500713	NA	NA	NA
3386	1500960	NA	3	NA
3387	1500960	NA	NA	2
3388	1500960	NA	NA	NA
3389	1501	18	NA	NA
3390	1501	NA	81	NA
3391	1501	NA	NA	21
3392	1501	NA	NA	NA
3393	1501268	NA	4	NA
3394	1501268	NA	NA	NA
3395	1501269	NA	2	NA
3396	1501269	NA	NA	NA
3397	1501348	NA	2	NA
3398	1501348	NA	NA	NA
3399	1502	24	NA	NA
3400	1502	NA	100	NA
3401	1502	NA	NA	25
3402	1502	NA	NA	NA
3403	150247	NA	31	NA
3404	150247	NA	NA	NA
3405	150286	NA	1	NA
3406	150286	NA	NA	NA
3407	1503	NA	NA	NA
3408	1503054	NA	11	NA
3409	1503054	NA	NA	1
3410	1503054	NA	NA	NA
3411	1503055	NA	5	NA
3412	1503055	NA	NA	1
3413	1503055	NA	NA	NA
3414	150340	13	NA	NA
3415	150340	NA	2	NA
3416	150340	NA	NA	15
3417	150340	NA	NA	NA
3418	1504	NA	NA	NA
3419	1504981	11	NA	NA
3420	1504981	NA	30	NA
3421	1504981	NA	NA	11
3422	1504981	NA	NA	NA
3423	1505	NA	NA	NA
3424	1505596	NA	3	NA
3425	1505596	NA	NA	NA
3426	1505597	NA	7	NA
3427	1505597	NA	NA	7
3428	1505597	NA	NA	NA
3429	1505907	NA	4	NA
3430	1505907	NA	NA	NA
3431	1506	NA	NA	NA
3432	1506553	NA	146	NA
3433	1506553	NA	NA	NA
3434	1507	NA	NA	NA
3435	1507806	NA	16	NA
3436	1507806	NA	NA	NA
3437	1508	NA	NA	NA
3438	150829	NA	NA	1
3439	1508404	NA	56	NA
3440	1508404	NA	NA	5
3441	1508404	NA	NA	NA
3442	1508454	NA	5	NA
3443	1508454	NA	NA	NA
3444	1508644	NA	1	NA
3445	1508644	NA	NA	NA
3446	1508657	NA	35	NA
3447	1508657	NA	NA	NA
3448	1509	NA	19	NA
3449	1509	NA	NA	4
3450	1509	NA	NA	NA
3451	1509244	NA	NA	2
3452	151	NA	NA	NA
3453	1510	NA	64	NA
3454	1510	NA	NA	3
3455	1510	NA	NA	NA
3456	1510841	NA	10	NA
3457	1510841	NA	NA	4
3458	1510841	NA	NA	NA
3459	1511	18	NA	NA
3460	1511	NA	170	NA
3461	1511	NA	NA	20
3462	1511	NA	NA	NA
3463	1511761	NA	2	NA
3464	1511761	NA	NA	NA
3465	1512	NA	NA	NA
3466	1513	15	NA	NA
3467	1513	NA	49	NA
3468	1513	NA	NA	13
3469	1513	NA	NA	NA
3470	1514	NA	NA	NA
3471	1514105	11	NA	NA
3472	1514105	NA	63	NA
3473	1514105	NA	NA	14
3474	1514105	NA	NA	NA
3475	1514971	NA	3	NA
3476	1514971	NA	NA	NA
3477	1515	NA	43	NA
3478	1515	NA	NA	5
3479	1515	NA	NA	NA
3480	1515612	NA	6	NA
3481	1515612	NA	NA	1
3482	1515612	NA	NA	NA
3483	1516	NA	NA	NA
3484	1517	NA	13	NA
3485	1517	NA	NA	11
3486	1517	NA	NA	NA
3487	1518	NA	NA	NA
3488	151895	17	NA	NA
3489	151895	NA	NA	23
3490	151895	NA	NA	NA
3491	1519	NA	67	NA
3492	1519	NA	NA	10
3493	1519	NA	NA	NA
3494	152	NA	NA	NA
3495	1520	15	NA	NA
3496	1520	NA	98	NA
3497	1520	NA	NA	24
3498	1520	NA	NA	NA
3499	1521	NA	NA	3
3500	1521	NA	NA	NA
3501	1522	NA	NA	NA
3502	1522092	NA	1	NA
3503	1522092	NA	NA	NA
3504	152260	NA	NA	1
3505	152297	NA	NA	2
3506	1523	NA	NA	NA
3507	152331	NA	16	NA
3508	152331	NA	NA	6
3509	152331	NA	NA	NA
3510	1524	NA	NA	NA
3511	152480	NA	1	NA
3512	152480	NA	NA	5
3513	152480	NA	NA	NA
3514	1525	NA	37	NA
3515	1525	NA	NA	7
3516	1525	NA	NA	NA
3517	152500	NA	NA	1
3518	1526	NA	NA	NA
3519	1526048	NA	2	NA
3520	1526048	NA	NA	NA
3521	1526571	NA	24	NA
3522	1526571	NA	NA	6
3523	1526571	NA	NA	NA
3524	1526658	NA	17	NA
3525	1526658	NA	NA	NA
3526	152682	NA	NA	4
3527	1526927	NA	3	NA
3528	1526927	NA	NA	8
3529	1526927	NA	NA	NA
3530	1527	NA	NA	NA
3531	1527519	NA	1	NA
3532	1527519	NA	NA	NA
3533	1527770	NA	1	NA
3534	1527770	NA	NA	NA
3535	152794	10	NA	NA
3536	152794	NA	NA	11
3537	152794	NA	NA	NA
3538	1528	NA	NA	NA
3539	1528098	NA	7	NA
3540	1528098	NA	NA	2
3541	1528098	NA	NA	NA
3542	1528099	15	NA	NA
3543	1528099	NA	194	NA
3544	1528099	NA	NA	17
3545	1528099	NA	NA	NA
3546	1529	NA	NA	NA
3547	1529069	29	NA	NA
3548	1529069	NA	66	NA
3549	1529069	NA	NA	28
3550	1529069	NA	NA	NA
3551	153	NA	NA	NA
3552	1530	NA	NA	NA
3553	1531	NA	NA	NA
3554	1531429	NA	46	NA
3555	1531429	NA	NA	4
3556	1531429	NA	NA	NA
3557	1532	NA	NA	NA
3558	1532555	NA	7	NA
3559	1532555	NA	NA	3
3560	1532555	NA	NA	NA
3561	1533	NA	NA	NA
3562	1534	NA	103	NA
3563	1534	NA	NA	3
3564	1534	NA	NA	NA
3565	1534110	NA	7	NA
3566	1534110	NA	NA	2
3567	1534110	NA	NA	NA
3568	153496	NA	13	NA
3569	153496	NA	NA	2
3570	153496	NA	NA	NA
3571	1535	NA	NA	NA
3572	1536	NA	NA	NA
3573	1536769	NA	12	NA
3574	1536769	NA	NA	1
3575	1536769	NA	NA	NA
3576	1536770	NA	9	NA
3577	1536770	NA	NA	NA
3578	1536771	NA	53	NA
3579	1536771	NA	NA	NA
3580	1536772	NA	15	NA
3581	1536772	NA	NA	NA
3582	1536773	NA	13	NA
3583	1536773	NA	NA	6
3584	1536773	NA	NA	NA
3585	1536774	NA	23	NA
3586	1536774	NA	NA	2
3587	1536774	NA	NA	NA
3588	1536775	NA	11	NA
3589	1536775	NA	NA	1
3590	1536775	NA	NA	NA
3591	1537	NA	NA	NA
3592	1538	NA	NA	NA
3593	1538553	NA	20	NA
3594	1538553	NA	NA	8
3595	1538553	NA	NA	NA
3596	1538644	35	NA	NA
3597	1538644	NA	247	NA
3598	1538644	NA	NA	32
3599	1538644	NA	NA	NA
3600	1539	NA	NA	NA
3601	1539298	2278	NA	NA
3602	1539298	NA	3468	NA
3603	1539298	NA	NA	2279
3604	1539298	NA	NA	NA
3605	153948	NA	6	NA
3606	153948	NA	NA	3
3607	153948	NA	NA	NA
3608	154	NA	27	NA
3609	154	NA	NA	8
3610	154	NA	NA	NA
3611	1540	NA	NA	NA
3612	1540091	NA	1	NA
3613	1540091	NA	NA	NA
3614	1541	NA	NA	NA
3615	154122	NA	1	NA
3616	154122	NA	NA	NA
3617	1541819	NA	1	NA
3618	1541819	NA	NA	NA
3619	1541959	NA	55	NA
3620	1541959	NA	NA	13
3621	1541959	NA	NA	NA
3622	1542	15	NA	NA
3623	1542	NA	NA	19
3624	1542	NA	NA	NA
3625	1542390	NA	24	NA
3626	1542390	NA	NA	7
3627	1542390	NA	NA	NA
3628	1543	NA	NA	NA
3629	1543721	NA	20	NA
3630	1543721	NA	NA	4
3631	1543721	NA	NA	NA
3632	1544	NA	NA	NA
3633	1544718	NA	1	NA
3634	1544718	NA	NA	NA
3635	1544719	NA	1	NA
3636	1544719	NA	NA	NA
3637	1545	NA	NA	NA
3638	1545702	NA	99	NA
3639	1545702	NA	NA	5
3640	1545702	NA	NA	NA
3641	1545728	NA	5	NA
3642	1545728	NA	NA	2
3643	1545728	NA	NA	NA
3644	1545835	NA	3	NA
3645	1545835	NA	NA	NA
3646	1546	NA	NA	NA
3647	1546154	NA	18	NA
3648	1546154	NA	NA	NA
3649	1547	NA	NA	NA
3650	1547283	12	NA	NA
3651	1547283	NA	19	NA
3652	1547283	NA	NA	13
3653	1547283	NA	NA	NA
3654	1547445	NA	14	NA
3655	1547445	NA	NA	2
3656	1547445	NA	NA	NA
3657	1548	15	NA	NA
3658	1548	NA	35	NA
3659	1548	NA	NA	15
3660	1548	NA	NA	NA
3661	1548547	NA	26	NA
3662	1548547	NA	NA	7
3663	1548547	NA	NA	NA
3664	1549	NA	NA	NA
3665	1549855	NA	10	NA
3666	1549855	NA	NA	NA
3667	1549858	NA	17	NA
3668	1549858	NA	NA	NA
3669	155	NA	NA	NA
3670	1550	NA	NA	NA
3671	1550241	NA	7	NA
3672	1550241	NA	NA	NA
3673	1550566	NA	7	NA
3674	1550566	NA	NA	NA
3675	155077	NA	NA	5
3676	155085	NA	10	NA
3677	155085	NA	NA	5
3678	155085	NA	NA	NA
3679	1551	NA	NA	NA
3680	1552	NA	101	NA
3681	1552	NA	NA	NA
3682	1553	NA	NA	NA
3683	1554	NA	NA	NA
3684	1555	NA	NA	NA
3685	1555112	NA	40	NA
3686	1555112	NA	NA	14
3687	1555112	NA	NA	NA
3688	1555208	NA	1	NA
3689	1555208	NA	NA	NA
3690	155537	NA	8	NA
3691	155537	NA	NA	NA
3692	1556	NA	NA	9
3693	1556	NA	NA	NA
3694	155615	NA	1832	NA
3695	155615	NA	NA	NA
3696	1557	NA	NA	NA
3697	1558	NA	NA	NA
3698	155892	NA	NA	5
3699	1559	NA	NA	NA
3700	155978	NA	NA	3
3701	156	NA	NA	NA
3702	1560	NA	NA	NA
3703	1560342	NA	2	NA
3704	1560342	NA	NA	NA
3705	1560345	NA	24	NA
3706	1560345	NA	NA	3
3707	1560345	NA	NA	NA
3708	1561	44	NA	NA
3709	1561	NA	72	NA
3710	1561	NA	NA	44
3711	1561	NA	NA	NA
3712	1561022	NA	10	NA
3713	1561022	NA	NA	1
3714	1561022	NA	NA	NA
3715	1561023	NA	6	NA
3716	1561023	NA	NA	6
3717	1561023	NA	NA	NA
3718	1561223	18	NA	NA
3719	1561223	NA	6	NA
3720	1561223	NA	NA	18
3721	1561223	NA	NA	NA
3722	1561964	NA	13	NA
3723	1561964	NA	NA	NA
3724	1562	NA	33	NA
3725	1562	NA	NA	NA
3726	1562970	55	NA	NA
3727	1562970	NA	692	NA
3728	1562970	NA	NA	60
3729	1562970	NA	NA	NA
3730	1563	NA	NA	NA
3731	1564	NA	NA	7
3732	1564	NA	NA	NA
3733	1564114	NA	11	NA
3734	1564114	NA	NA	4
3735	1564114	NA	NA	NA
3736	1564506	NA	15	NA
3737	1564506	NA	NA	1
3738	1564506	NA	NA	NA
3739	1564681	18	NA	NA
3740	1564681	NA	72	NA
3741	1564681	NA	NA	18
3742	1564681	NA	NA	NA
3743	1565	NA	NA	5
3744	1565	NA	NA	NA
3745	1565991	16	NA	NA
3746	1565991	NA	20	NA
3747	1565991	NA	NA	16
3748	1565991	NA	NA	NA
3749	1566	NA	NA	NA
3750	1566358	15	NA	NA
3751	1566358	NA	31	NA
3752	1566358	NA	NA	16
3753	1566358	NA	NA	NA
3754	1566990	47	NA	NA
3755	1566990	NA	57	NA
3756	1566990	NA	NA	NA
3757	1566993	NA	1	NA
3758	1566993	NA	NA	NA
3759	1567	NA	NA	NA
3760	1568	NA	NA	NA
3761	156889	NA	40	NA
3762	156889	NA	NA	NA
3763	1569	NA	29	NA
3764	1569	NA	NA	NA
3765	156978	18	NA	NA
3766	156978	NA	38	NA
3767	156978	NA	NA	16
3768	156978	NA	NA	NA
3769	157	NA	626	NA
3770	157	NA	NA	NA
3771	1570	NA	NA	4
3772	1570	NA	NA	NA
3773	1570339	NA	24	NA
3774	1570339	NA	NA	NA
3775	1570939	NA	7	NA
3776	1570939	NA	NA	NA
3777	1571	NA	37	NA
3778	1571	NA	NA	10
3779	1571	NA	NA	NA
3780	1572	NA	NA	NA
3781	157239	1099	NA	NA
3782	157239	NA	487	NA
3783	157239	NA	NA	NA
3784	1572656	NA	56	NA
3785	1572656	NA	NA	1
3786	1572656	NA	NA	NA
3787	1572712	NA	4	NA
3788	1572712	NA	NA	NA
3789	1572745	NA	3	NA
3790	1572745	NA	NA	NA
3791	1573	NA	NA	NA
3792	1574	NA	NA	NA
3793	1575	16	NA	NA
3794	1575	NA	22	NA
3795	1575	NA	NA	22
3796	1575	NA	NA	NA
3797	1576	NA	NA	NA
3798	157673	266	NA	NA
3799	157673	NA	NA	294
3800	157673	NA	NA	NA
3801	1577	NA	NA	NA
3802	157779	NA	12	NA
3803	157779	NA	NA	1
3804	157779	NA	NA	NA
3805	1577791	NA	23	NA
3806	1577791	NA	NA	NA
3807	157782	11	NA	NA
3808	157782	NA	15	NA
3809	157782	NA	NA	11
3810	157782	NA	NA	NA
3811	157783	NA	31	NA
3812	157783	NA	NA	4
3813	157783	NA	NA	NA
3814	1578	NA	389	NA
3815	1578	NA	NA	NA
3816	1578165	NA	3	NA
3817	1578165	NA	NA	3
3818	1578165	NA	NA	NA
3819	1578828	NA	NA	1
3820	1579	17	NA	NA
3821	1579	NA	6	NA
3822	1579	NA	NA	21
3823	1579	NA	NA	NA
3824	157920	NA	20	NA
3825	157920	NA	NA	NA
3826	157924	45	NA	NA
3827	157924	NA	103	NA
3828	157924	NA	NA	NA
3829	1579316	NA	21	NA
3830	1579316	NA	NA	5
3831	1579316	NA	NA	NA
3832	1579979	NA	41	NA
3833	1579979	NA	NA	10
3834	1579979	NA	NA	NA
3835	158	582	NA	NA
3836	158	NA	NA	585
3837	158	NA	NA	NA
3838	1580	NA	37	NA
3839	1580	NA	NA	2
3840	1580	NA	NA	NA
3841	1580092	NA	2	NA
3842	1580092	NA	NA	NA
3843	158080	14	NA	NA
3844	158080	NA	NA	15
3845	158080	NA	NA	NA
3846	1581	NA	20	NA
3847	1581	NA	NA	8
3848	1581	NA	NA	NA
3849	1581011	11	NA	NA
3850	1581011	NA	16	NA
3851	1581011	NA	NA	10
3852	1581011	NA	NA	NA
3853	158189	NA	69	NA
3854	158189	NA	NA	NA
3855	158190	NA	94	NA
3856	158190	NA	NA	NA
3857	1582	NA	16	NA
3858	1582	NA	NA	2
3859	1582	NA	NA	NA
3860	1583	NA	NA	NA
3861	1583098	4164	NA	NA
3862	1583098	NA	1653	NA
3863	1583098	NA	NA	4105
3864	1583098	NA	NA	NA
3865	1583100	NA	11	NA
3866	1583100	NA	NA	1
3867	1583100	NA	NA	NA
3868	158327	NA	NA	3
3869	1583341	NA	1	NA
3870	1583341	NA	NA	3
3871	1583341	NA	NA	NA
3872	1584	NA	37	NA
3873	1584	NA	NA	5
3874	1584	NA	NA	NA
3875	1585	NA	15	NA
3876	1585	NA	NA	NA
3877	158500	NA	14	NA
3878	158500	NA	NA	3
3879	158500	NA	NA	NA
3880	1586	NA	NA	NA
3881	1586287	NA	17	NA
3882	1586287	NA	NA	7
3883	1586287	NA	NA	NA
3884	1587	12	NA	NA
3885	1587	NA	10	NA
3886	1587	NA	NA	13
3887	1587	NA	NA	NA
3888	158787	10	NA	NA
3889	158787	NA	NA	12
3890	158787	NA	NA	NA
3891	1588	NA	NA	NA
3892	158822	34	NA	NA
3893	158822	NA	19	NA
3894	158822	NA	NA	36
3895	158822	NA	NA	NA
3896	158836	NA	NA	7
3897	158899	13	NA	NA
3898	158899	NA	9	NA
3899	158899	NA	NA	19
3900	158899	NA	NA	NA
3901	1589	NA	NA	NA
3902	1589270	NA	5	NA
3903	1589270	NA	NA	NA
3904	159	NA	NA	11
3905	159	NA	NA	NA
3906	1590	NA	67	NA
3907	1590	NA	NA	12
3908	1590	NA	NA	NA
3909	159087	NA	51	NA
3910	159087	NA	NA	NA
3911	1591	NA	NA	NA
3912	1591054	NA	2	NA
3913	1591054	NA	NA	NA
3914	1591088	NA	27	NA
3915	1591088	NA	NA	3
3916	1591088	NA	NA	NA
3917	1592	NA	NA	NA
3918	1592897	NA	4	NA
3919	1592897	NA	NA	3
3920	1592897	NA	NA	NA
3921	1593	NA	NA	NA
3922	159346	10	NA	NA
3923	159346	NA	NA	10
3924	159346	NA	NA	NA
3925	1594	NA	NA	NA
3926	1595	NA	NA	NA
3927	1596	102	NA	NA
3928	1596	NA	65	NA
3929	1596	NA	NA	105
3930	1596	NA	NA	NA
3931	1597	NA	14	NA
3932	1597	NA	NA	1
3933	1597	NA	NA	NA
3934	159743	NA	NA	2
3935	1598	18	NA	NA
3936	1598	NA	42	NA
3937	1598	NA	NA	23
3938	1598	NA	NA	NA
3939	1598147	NA	2	NA
3940	1598147	NA	NA	5
3941	1598147	NA	NA	NA
3942	1599	11	NA	NA
3943	1599	NA	NA	11
3944	1599	NA	NA	NA
3945	16	NA	NA	NA
3946	160	NA	NA	NA
3947	1600	NA	24	NA
3948	1600	NA	NA	2
3949	1600	NA	NA	NA
3950	1601	NA	NA	NA
3951	1602	NA	NA	NA
3952	1603	NA	NA	15
3953	1603	NA	NA	NA
3954	1603555	NA	3	NA
3955	1603555	NA	NA	NA
3956	1603606	13	NA	NA
3957	1603606	NA	25	NA
3958	1603606	NA	NA	13
3959	1603606	NA	NA	NA
3960	160386	10	NA	NA
3961	160386	NA	NA	11
3962	160386	NA	NA	NA
3963	1604	17	NA	NA
3964	1604	NA	14	NA
3965	1604	NA	NA	17
3966	1604	NA	NA	NA
3967	1604004	NA	9	NA
3968	1604004	NA	NA	NA
3969	160491	NA	3	NA
3970	160491	NA	NA	NA
3971	1605	NA	NA	NA
3972	1606	NA	NA	NA
3973	1606016	NA	42	NA
3974	1606016	NA	NA	9
3975	1606016	NA	NA	NA
3976	160660	NA	22	NA
3977	160660	NA	NA	7
3978	160660	NA	NA	NA
3979	1606763	NA	2	NA
3980	1606763	NA	NA	NA
3981	1607	NA	NA	NA
3982	160791	NA	NA	3
3983	160798	NA	21	NA
3984	160798	NA	NA	NA
3985	160799	NA	19	NA
3986	160799	NA	NA	3
3987	160799	NA	NA	NA
3988	1608	NA	NA	NA
3989	160808	NA	NA	3
3990	1608473	16	NA	NA
3991	1608473	NA	19	NA
3992	1608473	NA	NA	18
3993	1608473	NA	NA	NA
3994	1608628	NA	15	NA
3995	1608628	NA	NA	NA
3996	1609	NA	NA	NA
3997	1609559	NA	3	NA
3998	1609559	NA	NA	NA
3999	1609966	NA	11	NA
4000	1609966	NA	NA	NA
4001	1609968	NA	5	NA
4002	1609968	NA	NA	NA
4003	1609977	NA	24	NA
4004	1609977	NA	NA	1
4005	1609977	NA	NA	NA
4006	161	NA	NA	NA
4007	1610	NA	NA	NA
4008	1610493	14	NA	NA
4009	1610493	NA	52	NA
4010	1610493	NA	NA	15
4011	1610493	NA	NA	NA
4012	1610872	NA	2	NA
4013	1610872	NA	NA	NA
4014	1611	NA	NA	NA
4015	1611770	NA	NA	1
4016	1612	NA	NA	NA
4017	1612551	NA	1	NA
4018	1612551	NA	NA	NA
4019	1612552	NA	8	NA
4020	1612552	NA	NA	NA
4021	1613	10	NA	NA
4022	1613	NA	49	NA
4023	1613	NA	NA	12
4024	1613	NA	NA	NA
4025	161360	NA	NA	2
4026	161398	13	NA	NA
4027	161398	NA	29	NA
4028	161398	NA	NA	20
4029	161398	NA	NA	NA
4030	1614	NA	NA	NA
4031	161492	NA	71	NA
4032	161492	NA	NA	NA
4033	161493	NA	NA	4
4034	1615	NA	NA	NA
4035	1615909	NA	18	NA
4036	1615909	NA	NA	1
4037	1615909	NA	NA	NA
4038	1616	NA	NA	NA
4039	1617	NA	NA	NA
4040	1617448	NA	9	NA
4041	1617448	NA	NA	1
4042	1617448	NA	NA	NA
4043	1618	NA	NA	NA
4044	1618207	NA	28	NA
4045	1618207	NA	NA	8
4046	1618207	NA	NA	NA
4047	161879	139	NA	NA
4048	161879	NA	NA	140
4049	161879	NA	NA	NA
4050	161895	12	NA	NA
4051	161895	NA	35	NA
4052	161895	NA	NA	12
4053	161895	NA	NA	NA
4054	161896	10	NA	NA
4055	161896	NA	32	NA
4056	161896	NA	NA	11
4057	161896	NA	NA	NA
4058	161899	10	NA	NA
4059	161899	NA	42	NA
4060	161899	NA	NA	11
4061	161899	NA	NA	NA
4062	1619	NA	NA	NA
4063	1619308	18	NA	NA
4064	1619308	NA	25	NA
4065	1619308	NA	NA	14
4066	1619308	NA	NA	NA
4067	1619313	18	NA	NA
4068	1619313	NA	21	NA
4069	1619313	NA	NA	21
4070	1619313	NA	NA	NA
4071	162	NA	NA	NA
4072	1620	NA	NA	NA
4073	1620392	10	NA	NA
4074	1620392	NA	22	NA
4075	1620392	NA	NA	10
4076	1620392	NA	NA	NA
4077	1620421	NA	19	NA
4078	1620421	NA	NA	3
4079	1620421	NA	NA	NA
4080	1620892	NA	2	NA
4081	1620892	NA	NA	NA
4082	1621	NA	NA	NA
4083	1622	NA	NA	NA
4084	162209	NA	20	NA
4085	162209	NA	NA	NA
4086	1622118	17	NA	NA
4087	1622118	NA	131	NA
4088	1622118	NA	NA	21
4089	1622118	NA	NA	NA
4090	1622193	NA	28	NA
4091	1622193	NA	NA	NA
4092	1623	NA	NA	5
4093	1623	NA	NA	NA
4094	1623281	NA	3	NA
4095	1623281	NA	NA	NA
4096	1624	52	NA	NA
4097	1624	NA	76	NA
4098	1624	NA	NA	52
4099	1624	NA	NA	NA
4100	1625	NA	NA	9
4101	1625	NA	NA	NA
4102	1626	NA	NA	NA
4103	1627	NA	NA	NA
4104	1628	NA	NA	NA
4105	1629	NA	NA	NA
4106	163	NA	NA	NA
4107	1630	NA	NA	NA
4108	163003	NA	1	NA
4109	163003	NA	NA	NA
4110	1630135	10	NA	NA
4111	1630135	NA	23	NA
4112	1630135	NA	NA	10
4113	1630135	NA	NA	NA
4114	1630693	NA	30	NA
4115	1630693	NA	NA	3
4116	1630693	NA	NA	NA
4117	1631	NA	NA	NA
4118	163164	NA	2	NA
4119	163164	NA	NA	NA
4120	1631871	NA	18	NA
4121	1631871	NA	NA	9
4122	1631871	NA	NA	NA
4123	1632	NA	NA	NA
4124	1632864	NA	23	NA
4125	1632864	NA	NA	5
4126	1632864	NA	NA	NA
4127	1633	NA	NA	NA
4128	1633874	NA	3	NA
4129	1633874	NA	NA	2
4130	1633874	NA	NA	NA
4131	1634	NA	NA	NA
4132	1634516	NA	21	NA
4133	1634516	NA	NA	1
4134	1634516	NA	NA	NA
4135	1635	NA	NA	NA
4136	1636	NA	NA	NA
4137	1636152	NA	31	NA
4138	1636152	NA	NA	4
4139	1636152	NA	NA	NA
4140	1636271	NA	1	NA
4141	1636271	NA	NA	NA
4142	1636314	NA	1	NA
4143	1636314	NA	NA	NA
4144	1637	NA	92	NA
4145	1637	NA	NA	NA
4146	1637837	NA	2	NA
4147	1637837	NA	NA	NA
4148	1637841	NA	1	NA
4149	1637841	NA	NA	2
4150	1637841	NA	NA	NA
4151	1637999	11	NA	NA
4152	1637999	NA	34	NA
4153	1637999	NA	NA	15
4154	1637999	NA	NA	NA
4155	1638	18	NA	NA
4156	1638	NA	9	NA
4157	1638	NA	NA	19
4158	1638	NA	NA	NA
4159	1639	19	NA	NA
4160	1639	NA	69	NA
4161	1639	NA	NA	27
4162	1639	NA	NA	NA
4163	1639108	19	NA	NA
4164	1639108	NA	NA	24
4165	1639108	NA	NA	NA
4166	1639348	NA	4	NA
4167	1639348	NA	NA	8
4168	1639348	NA	NA	NA
4169	164	NA	NA	NA
4170	1640	NA	NA	8
4171	1640	NA	NA	NA
4172	1641	NA	NA	NA
4173	1641165	NA	26	NA
4174	1641165	NA	NA	NA
4175	1641402	NA	15	NA
4176	1641402	NA	NA	2
4177	1641402	NA	NA	NA
4178	1642	NA	NA	8
4179	1642	NA	NA	NA
4180	1642646	84	NA	NA
4181	1642646	NA	1029	NA
4182	1642646	NA	NA	85
4183	1642646	NA	NA	NA
4184	1642647	38	NA	NA
4185	1642647	NA	1094	NA
4186	1642647	NA	NA	50
4187	1642647	NA	NA	NA
4188	1643	NA	NA	11
4189	1643	NA	NA	NA
4190	1643450	NA	17	NA
4191	1643450	NA	NA	8
4192	1643450	NA	NA	NA
4193	164348	NA	27	NA
4194	164348	NA	NA	5
4195	164348	NA	NA	NA
4196	1643685	NA	6	NA
4197	1643685	NA	NA	NA
4198	1643824	NA	125	NA
4199	1643824	NA	NA	NA
4200	1643826	NA	65	NA
4201	1643826	NA	NA	NA
4202	1643948	NA	2	NA
4203	1643948	NA	NA	NA
4204	1643949	NA	7	NA
4205	1643949	NA	NA	NA
4206	1643950	NA	7	NA
4207	1643950	NA	NA	NA
4208	1643951	NA	13	NA
4209	1643951	NA	NA	NA
4210	1644	NA	NA	NA
4211	1644055	NA	2	NA
4212	1644055	NA	NA	NA
4213	1644056	NA	3	NA
4214	1644056	NA	NA	NA
4215	1644061	NA	14	NA
4216	1644061	NA	NA	NA
4217	1644130	NA	69	NA
4218	1644130	NA	NA	7
4219	1644130	NA	NA	NA
4220	1644131	NA	3	NA
4221	1644131	NA	NA	9
4222	1644131	NA	NA	NA
4223	164450	NA	1	NA
4224	164450	NA	NA	NA
4225	1645	NA	NA	NA
4226	164514	NA	NA	3
4227	1646	NA	NA	2
4228	1646	NA	NA	NA
4229	164608	NA	1	NA
4230	164608	NA	NA	NA
4231	1646498	NA	6	NA
4232	1646498	NA	NA	2
4233	1646498	NA	NA	NA
4234	1647	NA	10	NA
4235	1647	NA	NA	NA
4236	1647304	NA	1	NA
4237	1647304	NA	NA	NA
4238	1647309	NA	1	NA
4239	1647309	NA	NA	NA
4240	1647391	NA	2	NA
4241	1647391	NA	NA	NA
